# en	cn	en_ids	support	prec	level
[Season 6] Ishmael’s Egoshard	[第6赛季]自我碎片-以实玛利	1	1	1.000	ok
[Season 6] Rodion's Egoshard	[第6赛季]自我碎片-罗佳	1	1	1.000	ok
[Season 6] Sinclair’s Egoshard	[第6赛季]自我碎片-辛克莱	1	1	1.000	ok
[Season 6] Outis’s Egoshard	[第6赛季]自我碎片-奥提斯	1	1	1.000	ok
[Season 6] Gregor’s Egoshard	[第6赛季]自我碎片-格里高尔	1	1	1.000	ok
Season 6 Uptie & Threadspinning only Shard (Universal)	第6赛季同步&异想解析专用碎片（通用）	1	1	1.000	ok
Season 6 [Selected Sinner]’s Egoshard	第6赛季 [选择的罪人] 自我碎片	1	1	1.000	ok
[Season 7] 3★ Guarantee Decaextraction Ticket	[第7赛季]3★人格必得十连提取券	1	1	1.000	ok
[Season 7] Egoshard Crate	[第7赛季]自我碎片箱	1	1	1.000	ok
[Season 7] Yi Sang’s Egoshard	[第7赛季]自我碎片-李箱	1	1	1.000	ok
[Season 7] Faust’s Egoshard	[第7赛季]自我碎片-浮士德	1	1	1.000	ok
[Season 7] Don Quixote’s Egoshard	[第7赛季]自我碎片-堂吉诃德	1	1	1.000	ok
[Season 7] Ryōshū’s Egoshard	[第7赛季]自我碎片-良秀	1	1	1.000	ok
[Season 7] Meursault’s Egoshard	[第7赛季]自我碎片-默尔索	1	1	1.000	ok
[Season 7] Hong Lu’s Egoshard	[第7赛季]自我碎片-鸿璐	1	1	1.000	ok
[Season 7] Heathcliff’s Egoshard	[第7赛季]自我碎片-希斯克利夫	1	1	1.000	ok
[Season 7] Ishmael’s Egoshard	[第7赛季]自我碎片-以实玛利	1	1	1.000	ok
[Season 7] Rodion's Egoshard	[第7赛季]自我碎片-罗佳	1	1	1.000	ok
[Season 7] Sinclair’s Egoshard	[第7赛季]自我碎片-辛克莱	1	1	1.000	ok
[Season 7] Outis’s Egoshard	[第7赛季]自我碎片-奥提斯	1	1	1.000	ok
[Season 7] Gregor’s Egoshard	[第7赛季]自我碎片-格里高尔	1	1	1.000	ok
Season 7 Uptie & Threadspinning only Shard (Universal)	第7赛季同步&异想解析专用碎片（通用）	1	1	1.000	ok
Season 7 [Selected Sinner]’s Egoshard	第7赛季 [选择的罪人] 自我碎片	1	1	1.000	ok
[Season 1] 3★ Guarantee Decaextraction Ticket	[第1赛季]3★人格必得十连提取券	1	1	1.000	ok
[Season 2] 3★ Guarantee Decaextraction Ticket	[第2赛季]3★人格必得十连提取券	1	1	1.000	ok
[Season 3] 3★ Guarantee Decaextraction Ticket	[第3赛季]3★人格必得十连提取券	1	1	1.000	ok
[Season 1] Egoshard Crate	[第1赛季]自我碎片箱	1	1	1.000	ok
[Season 1] Nominable Egoshard Crate	[第1赛季]自我碎片自选箱	1	1	1.000	ok
[Season 2] Egoshard Crate	[第2赛季]自我碎片箱	1	1	1.000	ok
[Season 2] Nominable Egoshard Crate	[第2赛季]自我碎片自选箱	1	1	1.000	ok
[Season 3] Egoshard Crate	[第3赛季]自我碎片箱	1	1	1.000	ok
[Season 1] Yi Sang’s Egoshard	[第1赛季]自我碎片-李箱	1	1	1.000	ok
[Season 1] Faust’s Egoshard	[第1赛季]自我碎片-浮士德	1	1	1.000	ok
[Season 1] Don Quixote’s Egoshard	[第1赛季]自我碎片-堂吉诃德	1	1	1.000	ok
[Season 1] Ryōshū’s Egoshard	[第1赛季]自我碎片-良秀	1	1	1.000	ok
[Season 1] Meursault’s Egoshard	[第1赛季]自我碎片-默尔索	1	1	1.000	ok
[Season 1] Hong Lu’s Egoshard	[第1赛季]自我碎片-鸿璐	1	1	1.000	ok
[Season 1] Heathcliff’s Egoshard	[第1赛季]自我碎片-希斯克利夫	1	1	1.000	ok
[Season 1] Ishmael’s Egoshard	[第1赛季]自我碎片-以实玛利	1	1	1.000	ok
[Season 1] Rodion’s Egoshard	[第1赛季]自我碎片-罗佳	1	1	1.000	ok
[Season 1] Sinclair’s Egoshard	[第1赛季]自我碎片-辛克莱	1	1	1.000	ok
[Season 1] Outis’s Egoshard	[第1赛季]自我碎片-奥提斯	1	1	1.000	ok
[Season 1] Gregor’s Egoshard	[第1赛季]自我碎片-格里高尔	1	1	1.000	ok
Season 1 [Selected Sinner]’s Egoshard	第1赛季 [选择的罪人] 自我碎片	1	1	1.000	ok
[Season 2] Yi Sang’s Egoshard	[第2赛季]自我碎片-李箱	1	1	1.000	ok
[Season 2] Faust’s Egoshard	[第2赛季]自我碎片-浮士德	1	1	1.000	ok
[Season 2] Don Quixote’s Egoshard	[第2赛季]自我碎片-堂吉诃德	1	1	1.000	ok
[Season 2] Ryōshū’s Egoshard	[第2赛季]自我碎片-良秀	1	1	1.000	ok
[Season 2] Meursault’s Egoshard	[第2赛季]自我碎片-默尔索	1	1	1.000	ok
[Season 2] Hong Lu’s Egoshard	[第2赛季]自我碎片-鸿璐	1	1	1.000	ok
[Season 2] Heathcliff’s Egoshard	[第2赛季]自我碎片-希斯克利夫	1	1	1.000	ok
[Season 2] Ishmael’s Egoshard	[第2赛季]自我碎片-以实玛利	1	1	1.000	ok
[Season 2] Rodion’s Egoshard	[第2赛季]自我碎片-罗佳	1	1	1.000	ok
[Season 2] Sinclair’s Egoshard	[第2赛季]自我碎片-辛克莱	1	1	1.000	ok
[Season 2] Outis’s Egoshard	[第2赛季]自我碎片-奥提斯	1	1	1.000	ok
[Season 2] Gregor’s Egoshard	[第2赛季]自我碎片-格里高尔	1	1	1.000	ok
[Season 3] Yi Sang’s Egoshard	[第3赛季]自我碎片-李箱	1	1	1.000	ok
[Season 3] Faust’s Egoshard	[第3赛季]自我碎片-浮士德	1	1	1.000	ok
[Season 3] Don Quixote’s Egoshard	[第3赛季]自我碎片-堂吉诃德	1	1	1.000	ok
[Season 3] Ryōshū’s Egoshard	[第3赛季]自我碎片-良秀	1	1	1.000	ok
[Season 3] Meursault’s Egoshard	[第3赛季]自我碎片-默尔索	1	1	1.000	ok
[Season 3] Hong Lu’s Egoshard	[第3赛季]自我碎片-鸿璐	1	1	1.000	ok
[Season 3] Heathcliff’s Egoshard	[第3赛季]自我碎片-希斯克利夫	1	1	1.000	ok
[Season 3] Ishmael’s Egoshard	[第3赛季]自我碎片-以实玛利	1	1	1.000	ok
[Season 3] Rodion’s Egoshard	[第3赛季]自我碎片-罗佳	1	1	1.000	ok
[Season 3] Sinclair’s Egoshard	[第3赛季]自我碎片-辛克莱	1	1	1.000	ok
[Season 3] Outis’s Egoshard	[第3赛季]自我碎片-奥提斯	1	1	1.000	ok
[Season 3] Gregor’s Egoshard	[第3赛季]自我碎片-格里高尔	1	1	1.000	ok
Season 2 [Selected Sinner]’s Egoshard	第2赛季 [选择的罪人] 自我碎片	1	1	1.000	ok
Nominable S1 Battle Pass E.G.O Ticket	第1赛季通行证E.G.O自选券	1	1	1.000	ok
Season 4 Uptie & Threadspinning only Shard (Universal)	第4赛季同步&异想解析专用碎片（通用）	1	1	1.000	ok
Starlight of Names and Spiders	名与蛛的星芒	1	1	1.000	ok
Nominable Announcer Ticket [Yisang Exchange]	播报员自选券[理想兑换]	1	1	1.000	ok
Gain a random Tier {0} E.G.O Gift	随机获得一件{0}级E.G.O饰品	1	1	1.000	ok
E.G.O Resource +{1} for {0} different Affinities	随机{0}种E.G.O资源各+{1}	1	1	1.000	ok
E.G.O Resource +{1} for {0} of the least-owned Affinities	最少的{0}种E.G.O资源各+{1}	1	1	1.000	ok
Mirror of Mirrors - Normal	镜中之镜 - 普通	1	1	1.000	ok
Mirror of Mirrors - Hard	镜中之镜 - 困难	1	1	1.000	ok
Mirror of the Lake - Normal	湖之镜 - 普通	1	1	1.000	ok
Mirror of the Lake - Hard	湖之镜 - 困难	1	1	1.000	ok
Mirror of the Wuthering - Simulation	呼啸之镜 - 模拟	1	1	1.000	ok
Mirror of the Wuthering - Ritornello	呼啸之镜 - Ritornello	1	1	1.000	ok
Mirror of the Dreaming [NORMAL]	梦中之镜[普通]	1	0	0.000	noise
Mirror of the Dreaming [HARD]	梦中之镜[困难]	1	0	0.000	noise
Mirror of Immortality [NORMAL]	永生之镜 [NORMAL]	1	1	1.000	ok
Mirror of Immortality [HARD]	永生之镜 [HARD]	1	1	1.000	ok
Mirror of Names and Spiders [NORMAL]	名与蛛之镜 [NORMAL]	1	1	1.000	ok
Mirror of Names and Spiders [HARD]	名与蛛之镜 [HARD]	1	1	1.000	ok
Faith & Erosion	信仰与侵蚀	1	1	1.000	ok
Nest, Workshop, and Technology	巢、工坊、技术	1	1	1.000	ok
Slicers & Dicers	斩切者们	1	1	1.000	ok
Piercers & Penetrators	穿刺者们	1	1	1.000	ok
Crushers & Breakers	粉碎者们	1	1	1.000	ok
Mountain of Corpses, Sea of Blood	尸山血海	1	1	1.000	ok
Line 4 - Section #3	4号线 - 第3区段	1	1	1.000	ok
Line 4 - Section #4	4号线 - 第4区段	1	1	1.000	ok
Line 3 - Terminus	3号线 - 终点站	1	1	1.000	ok
Line 1 : MADNESS	1号线 : 疯狂	1	1	1.000	ok
Complete & Total Extermination	即刻处刑时间	1	1	1.000	ok
The Master of La Manchaland	拉·曼却领之主	1	1	1.000	ok
Choose Identity to Level Up	选择进行升级的人格	1	1	1.000	ok
Will you enhance the selected Identity?	要升级选中的人格吗？	1	1	1.000	ok
Identity Powered Up!	人格已强化！	1	1	1.000	ok
Terminate the ongoing simulation?	要终止正在进行的模拟吗？	1	1	1.000	ok
{0} Simulation Progress	{0} 模拟进度	1	1	1.000	ok
◆ No Rewards	◆ 不会获得奖励	1	1	1.000	ok
{0} Simulation	{0}的模拟	2	1	0.500	suspect
Are you sure you wish to proceed?	未装备E.G.O。	1	1	1.000	ok
◆ No Enkephalin Module Cost	◆ 不会消耗脑啡肽模块	1	1	1.000	ok
Level Up #{0}	已达到阶段{0}	1	1	1.000	ok
! Simulating… !	！模拟中	1	1	1.000	ok
Data was lost due to a server error.	由于服务器错误，数据丢失。	2	1	0.500	suspect
The selected Sinner heals {0}% HP and {1} SP	所选罪人恢复{0}%体力和{1}点理智值	1	1	1.000	noise
All Sinners heal {0}% HP and {1} SP	全体罪人恢复{0}%体力和{1}点理智值	1	1	1.000	noise
Pick up a mirror shard amid the crumbs.	拾起在碎屑中发现的镜子碎片。	2	1	0.500	suspect
Replace {0}'s Skill	替换{0}的技能	1	1	1.000	ok
Clear Mirror of Mirrors on Normal to unlock	通过镜中之镜普通难度时解锁	1	1	1.000	ok
Mirror Dungeon {0}	镜像迷宫 {0}	2	1	0.500	suspect
Spend your 「Weekly Bonuses」 to claim the bonus rewards?	要消耗“每周加成”以领取额外奖励吗？	1	1	1.000	ok
End expedition without claiming rewards?	要在不领取奖励的情况下结束探索吗？	1	1	1.000	ok
The selected Sinner heals {0}% HP	所选罪人恢复{0}%的体力	2	1	0.500	noise
All Sinners heal {0}% HP	全体罪人恢复{0}%的体力	2	1	0.500	noise
Place the crumb on the table.	将碎屑放到桌面上。	1	1	1.000	ok
Clear Main Story 4-54 and Mirror of the Beginning to unlock	通过主线4-54和起始之镜时解锁	1	1	1.000	ok
Pick up a mirror shard amid the crumbs.	捡起在碎屑中看到的镜子碎片。	2	1	0.500	suspect
Place the most tired Sinner in the chair.	让最疲劳的罪人在椅子上休息。	1	1	1.000	ok
All Sinners take a seat to rest.	让全体罪人坐在椅子上休息。	1	1	1.000	noise
The bizarre and curious things draw your attention.	一些神奇而怪诞的事物吸引了你的注意力。	1	1	1.000	ok
You hear something drop with a clang.	你听到什么东西掉落的声音。	1	1	1.000	ok
Anything else to buy?	要再买点什么吗？	1	1	1.000	ok
Exploring Floor {0}	正在探索第{0}层	1	1	1.000	ok
Who should take the rest?	座位并不宽敞。	1	1	1.000	ok
Leave the shop?	要离开商店吗？	1	1	1.000	ok
Leave the rest stop?	要离开休息点吗？	1	1	1.000	ok
Spend the Cost to deploy the selected Identities and E.G.O?	是否确认花费经费以编入所选人格与E.G.O？	1	1	1.000	ok
Activate Challenge Mode?	要激活挑战模式吗？	1	1	1.000	ok
- Identity Levels 45	- 人格等级 45	1	1	1.000	ok
- E.G.O Threadspin Tier 3	- E.G.O异想解析 3阶段	1	1	1.000	ok
- Identity Uptie Tier 3	- 人格同步 3阶段	1	1	1.000	ok
- All Starter Buffs Active	- 开局增益全部激活	1	1	1.000	ok
Higher Tier Burn Gifts appear	出现烧伤类饰品的概率提高	1	1	1.000	ok
Higher Tier Bleed Gifts appear	出现流血类饰品的概率提高	1	1	1.000	ok
Higher Tier Tremor Gifts appear	出现震颤类饰品的概率提高	1	1	1.000	ok
Higher Tier Rupture Gifts appear	出现破裂类饰品的概率提高	1	1	1.000	ok
Higher Tier Sinking Gifts appear	出现沉沦类饰品的概率提高	1	1	1.000	ok
Higher Tier Poise Gifts appear	出现呼吸法类饰品的概率提高	1	1	1.000	ok
Higher Tier Charge Gifts appear	出现充能类饰品的概率提高	1	1	1.000	ok
Higher Tier Random Gifts appear	出现随机饰品的概率提高	1	1	1.000	ok
Tier 4+ Gifts appear & Higher Tier Gifts appear	出现4级以上饰品&出现饰品等级提高	1	1	1.000	ok
Selectable Burn E.G.O Gift +1	出现的烧伤类饰品数量+1	1	1	1.000	ok
Selectable Bleed E.G.O Gift +1	出现的流血类饰品数量+1	1	1	1.000	ok
Selectable Tremor E.G.O Gift +1	出现的震颤类饰品数量+1	1	1	1.000	ok
Selectable Rupture E.G.O Gift +1	出现的破裂类饰品数量+1	1	1	1.000	ok
Selectable Sinking E.G.O Gift +1	出现的沉沦类饰品数量+1	1	1	1.000	ok
Selectable Poise E.G.O Gift +1	出现的呼吸法类饰品数量+1	1	1	1.000	ok
Selectable Charge E.G.O Gift +1	出现的充能类饰品数量+1	1	1	1.000	ok
Selectable Random E.G.O Gift +1	出现的随机饰品数量+1	1	1	1.000	ok
Introduce 2 new Burn Gifts	追加出现2款烧伤类饰品	1	1	1.000	ok
Introduce 2 new Bleed Gifts	追加出现2款流血类饰品	1	1	1.000	ok
Introduce 2 new Tremor Gifts	追加出现2款震颤类饰品	1	1	1.000	ok
Introduce 2 new Rupture Gifts	追加出现2款破裂类饰品	1	1	1.000	ok
Introduce 2 new Sinking Gifts	追加出现2款沉沦类饰品	1	1	1.000	ok
Introduce 2 new Poise Gifts	追加出现2款呼吸法类饰品	1	1	1.000	ok
Introduce 2 new Charge Gifts	追加出现2款充能类饰品	1	1	1.000	ok
Gain more Cost from Combat Encounters	在战斗中获得的经费增加	1	1	1.000	ok
Gain more Cost from Regular Encounters	在常规遭遇战中获得的经费增加	1	1	1.000	ok
Gain more Cost from Focused Encounters	在集中遭遇战中获得的经费增加	1	1	1.000	ok
Gain more Cost from Risky Encounters	在危险遭遇战中获得的经费增加	1	1	1.000	ok
Gain more Cost from Floor Boss Encounters	在阶层头目战中获得的经费增加	1	1	1.000	ok
Gift Choice +1	可选择饰品数量+1	1	1	1.000	ok
Small chance for a free Refresh	较低概率免费进行刷新	1	1	1.000	ok
Small chance for a free Enhance	较低概率免费进行强化	1	1	1.000	ok
Cheaper Burn Gift Enhancement Cost	强化烧伤类饰品所需经费减少	1	1	1.000	ok
Cheaper Bleed Gift Enhancement Cost	强化流血类饰品所需经费减少	1	1	1.000	ok
Cheaper Tremor Gift Enhancement Cost	强化震颤类饰品所需经费减少	1	1	1.000	ok
Cheaper Rupture Gift Enhancement Cost	强化破裂类饰品所需经费减少	1	1	1.000	ok
Cheaper Sinking Gift Enhancement Cost	强化沉沦类饰品所需经费减少	1	1	1.000	ok
Cheaper Poise Gift Enhancement Cost	强化呼吸法类饰品所需经费减少	1	1	1.000	ok
Cheaper Charge Gift Enhancement Cost	强化充能类饰品所需经费减少	1	1	1.000	ok
Cheaper Burn Gift Purchase Cost	购买烧伤类饰品所需经费减少	1	1	1.000	ok
Cheaper Bleed Gift Purchase Cost	购买流血类饰品所需经费减少	1	1	1.000	ok
Cheaper Tremor Gift Purchase Cost	购买震颤类饰品所需经费减少	1	1	1.000	ok
Cheaper Rupture Gift Purchase Cost	购买破裂类饰品所需经费减少	1	1	1.000	ok
Cheaper Sinking Gift Purchase Cost	购买沉沦类饰品所需经费减少	1	1	1.000	ok
Cheaper Poise Gift Purchase Cost	购买呼吸法类饰品所需经费减少	1	1	1.000	ok
Cheaper Charge Gift Purchase Cost	购买充能类饰品所需经费减少	1	1	1.000	ok
Cheaper Keywordless Gift Purchase Cost	购买泛用型饰品所需经费减少	1	1	1.000	ok
Deal +4% Slash Damage	斩击伤害+4%	1	1	1.000	ok
Deal +4% Pierce Damage	突刺伤害+4%	1	1	1.000	ok
Deal +4% Blunt Damage	打击伤害+4%	1	1	1.000	ok
Slash Resistance -0.1	斩击抗性-0.1	1	1	1.000	ok
Pierce Resistance -0.1	突刺抗性-0.1	1	1	1.000	ok
Blunt Resistance -0.1	打击抗性-0.1	1	1	1.000	ok
Fuse the selected E.G.O Gifts?	是否合成E.G.O饰品？	1	1	1.000	ok
Clear Canto IV to Unlock	通过第4章后解锁	1	1	1.000	ok
Summary/Details	概要/详情	1	1	1.000	ok
Select the E.G.O Gift you would like to sell.	请选择要售卖的E.G.O饰品。	1	1	1.000	ok
Sell [{0}] for {1} Cost?	是否以{1}点经费的售价售卖[{0}]？	1	1	1.000	ok
Starter Buffs - Astral Milestones	开局增益 - 星位里程碑	1	1	1.000	ok
! Exploring !	! 探索中 !	1	1	1.000	ok
Normal Floor {0}	普通难度第{0}层	1	1	1.000	ok
※ Difficulty: {0} [x{1}]	※ 难度： {0} [x{1}]	1	1	1.000	ok
This E.G.O Gift cannot be Enhanced.	该E.G.O饰品无法强化。	1	1	1.000	ok
This E.G.O Gift is already fully Enhanced.	该E.G.O饰品已达到强化极限。	1	1	1.000	ok
You need to own at least 2 E.G.O Gifts.	需要至少2件E.G.O饰品。	1	1	1.000	ok
You can select only Tier 3 or lower E.G.O Gifts.	只可选择3级以下的E.G.O饰品。	1	1	1.000	ok
You cannot sell this E.G.O Gift.	该E.G.O饰品无法售卖。	1	1	1.000	ok
Refresh (Once)	刷新（1次）	1	1	1.000	ok
Hard Floor {0}	困难{0}层	1	1	1.000	ok
This E.G.O Gift cannot be Fused.	该E.G.O饰品无法合成。	1	1	1.000	ok
{0} - Featured Theme Packs	{0} - 主题卡包	1	1	1.000	ok
Simulation Floor {0}	模拟第{0}层	1	1	1.000	ok
Ritornello Floor {0}	Ritornello第{0}层	1	1	1.000	ok
Ringing of the New Year's Eve	除夕夜的钟声	1	1	1.000	ok
Path of the West Wind	西风归路	1	1	1.000	ok
(NOT USED)	(未使用)	1	1	1.000	ok
Combining Gifts with the same Keyword	相同关键词的情况	1	1	1.000	ok
Combining Gifts when only 2/3 Gifts share the Keyword	有两个关键词相同而一个不同的情况	1	1	1.000	ok
Tier 1 + Tier 1 + Tier 1 => Tier 1	1级 + 1级 + 1级 => 1级	1	1	1.000	ok
Tier 1 + Tier 1 + Tier 1 => <color=#f8c200>Tier 2</color>	1级 + 1级 + 1级 => <color=#f8c200>2级</color>	1	1	1.000	ok
Tier 1 + Tier 1 + Tier 2 => Tier 1	1级 + 1级 + 2级 => 1级	1	1	1.000	ok
Tier 1 + Tier 1 + Tier 2 => <color=#f8c200>Tier 2</color>	1级 + 1级 + 2级 => <color=#f8c200>2级</color>	1	1	1.000	ok
Tier 1 + Tier 2 + Tier 3 => Tier 2	1级 + 2级 + 3级 => 2级	1	1	1.000	ok
Tier 1 + Tier 2 + Tier 3 => <color=#f8c200>Tier 3</color>	1级 + 2级 + 3级 => <color=#f8c200>3级</color>	1	1	1.000	ok
Tier 2 + Tier 3 + Tier 3 => Tier 3	2级 + 3级 + 3级 => 3级	1	1	1.000	ok
Tier 2 + Tier 3 + Tier 3 => <color=#f8c200>Tier 4</color>	2级 + 3级 + 3级 => <color=#f8c200>4级</color>	1	1	1.000	ok
Select Floor {0} Theme Pack	选择{0}层主题卡包	1	1	1.000	ok
Did Not Gain an E.G.O Gift	E.G.O饰品获取失败	1	1	1.000	ok
Shop - Keyword Refresh	商店 - 关键词刷新	1	1	1.000	ok
Please choose a Keyword you want to Fuse into.	请选择一个关键词。	1	1	1.000	ok
Number of ingredient E.G.O Gifts used for Fusion	作为合成材料的E.G.O饰品的数量	1	1	1.000	ok
Rates for an E.G.O Gift with your selected Keyword	所选关键词出现概率	1	1	1.000	ok
Enemy Level Up +{0}	敌方等级增加+{0}	1	1	1.000	ok
A Trial has been added.	苦难已追加。	1	1	1.000	ok
Grace of Stars has been selected.	星之恩惠已选择完毕。	1	1	1.000	ok
What should we do?	可以恢复或是复活罪人。	31	1	0.032	suspect
HP and SP healed for {0}.	罪人{0}的体力与理智值恢复了。	1	1	1.000	ok
All Sinners' HP and SP have been healed.	全体罪人的体力与理智值恢复了。	1	1	1.000	noise
{0}, revived, returns to battle.	罪人{0}复活，可以重新参与战斗。	1	1	1.000	ok
At {0}+ Starlight Bonus	星芒奖励不低于{0}	1	1	1.000	ok
Continue with selected effects?	要选择此效果吗？	1	1	1.000	ok
Remaining Starlight Bonus will be converted to Cost	剩余的星芒奖励将转换为经费。	1	1	1.000	ok
Greatly heal a single Sinner.	1名罪人大量恢复。	1	1	1.000	ok
Select the Sinner to revive.	选择要复活的罪人。	1	1	1.000	ok
Mirror of the Dreaming - F{0}	梦中之镜第{0}层	1	1	1.000	ok
11~16 Points	11~16点	1	1	1.000	ok
17 ~ 24 Points	17~24点	1	1	1.000	ok
25+ Points	25点以上	1	1	1.000	ok
<color=#990000>Super Shop</color>	<color=#990000>特殊商店</color>	1	1	1.000	ok
4+ Gifts	4件以上	2	1	0.500	suspect
Identity Levels +3	获得长线战斗奖励	1	1	1.000	ok
At [10]+ Starlight Bonus	星芒不低于[10]点	1	1	1.000	ok
At [20]+ Starlight Bonus	星芒不低于[20]点	1	1	1.000	ok
At [30]+ Starlight Bonus	星芒不低于[30]点	1	1	1.000	ok
At [40]+ Starlight Bonus	星芒不低于[40]点	1	1	1.000	ok
At [50]+ Starlight Bonus	星芒不低于[50]点	1	1	1.000	ok
At [60]+ Starlight Bonus	星芒不低于[60]点	1	1	1.000	ok
15 ~ 21 Points	15~21点	1	1	1.000	ok
22+ Points	22点以上	1	1	1.000	ok
※ Purchasing {0} Projection Rate costs {1} Paid Lunacy.	※ 购买 {0} 投影度需要花费 {1} 付费狂气。	1	1	1.000	ok
Spend {0} Paid Lunacy to purchase Projection Rate?	要消耗 {0} 付费狂气来购买投影度吗？	1	1	1.000	ok
Parallel Superposition Mode :	平行叠加模式：	1	1	1.000	ok
Search Theme Packs for Floor {0}	观测第{0}阶层主题卡包	1	1	1.000	ok
'{0}' Pack will be replaced with '{1}' Pack.	主题卡包“{0}”将被“{1}”替换。	1	1	1.000	ok
Spend 5 Starlight to improve Fusion chance?	是否要消耗5星芒以提升合成概率？	1	1	1.000	ok
This is a guaranteed E.G.O Gift Fusion Recipe.	此为固定的E.G.O饰品合成配方。	1	1	1.000	ok
This Theme Pack is already available.	该主题卡包已在可选列表中。	1	1	1.000	ok
This Theme Pack's unlock conditions need to be met first.	您必须先满足该主题卡包的解锁条件。	1	1	1.000	ok
Not enough Starlight to Observe Theme Packs.	用于观测该主题卡包的星芒不足。	1	1	1.000	ok
Clear Canto 7 to Unlock.	通关第7章后解锁。	1	1	1.000	ok
Hard Difficulty will be updated at a later date.	困难难度将在后续更新中开放。	1	1	1.000	ok
Fusion Forecast cannot exceed 100%.	合成概率无法超过100%。	1	1	1.000	ok
Mirror of Immortality - F{0}	永生之镜 第{0}层	1	1	1.000	ok
At {0}+ Starlight	{0}星芒以上	2	1	0.500	suspect
Unused Starlight have been added to the Clear Rewards.	未使用的星芒已并入清剿奖励。	1	1	1.000	ok
※ Rounded down.	※小数点后舍去。	1	1	1.000	ok
Forgo E.G.O Gift Search?	要放弃E.G.O饰品观测吗？	1	1	1.000	ok
You do not have enough Starlight for this Gift Search.	您现在可用的星芒量，少于饰品观测的星芒所需量。	1	1	1.000	ok
No Grace of Stars Selected	未选择星之恩惠	1	1	1.000	ok
Season {0} Battle Pass	第{0}赛季通行证	1	1	1.000	ok
Accept results and return to Stage select	接受结果并前往关卡入场界面	1	1	1.000	ok
All participating Sinners have been killed.	参加战斗的全体罪人已经死亡。	1	1	1.000	noise
Remaining Units:	当前剩余人员：	1	1	1.000	ok
Dimension Reversal Zone - COGNITION ERROR WARNING	次元反转区域 - 认知错误警告	1	1	1.000	ok
Deployment Order has been restored via ally revival.	由于友方复活，已恢复编队顺序	1	1	1.000	ok
Mirror of Names and Spiders - F{0}	名与蛛之镜 第{0}层	1	1	1.000	ok
No E.G.O Gifts available for Refresh.	没有可刷新的E.G.O饰品。	1	1	1.000	ok
Not enough Starlight for Refresh.	用于刷新的星芒不足。	1	1	1.000	ok
Grace of Stars <{0}> Activated: Gained Vestige(s)	触发星之恩惠<{0}>效果：获得残影	1	1	1.000	ok
Clear Canto VIII to Unlock.	通关第8章后解锁。	1	1	1.000	ok
({0} battles won)	(当前{0}场)	1	1	1.000	ok
Select a Sinner for Skill Replacement.	请选择要替换技能的罪人。	1	1	1.000	ok
Return to healing type selection	选择恢复类型	1	1	1.000	ok
Cannot Enhance to the same Tier.	该E.G.O饰品已强化，无法继续强化。	1	1	1.000	ok
You need more Cost to Enhance this E.G.O Gift.	用于强化的经费不足。	1	1	1.000	ok
Cannot be Enhanced to the selected Tier.	无法强化至该阶段。	1	1	1.000	ok
[Entanglement]	无法合成[纠缠]	1	1	1.000	ok
{0} Projection	{0}投影	2	1	0.500	suspect
Filter - Keyword	筛选-关键词	1	1	1.000	ok
Filter - Acquisition	筛选-拥有情况	1	1	1.000	ok
Current Theme Pack-Exclusive - Fusion	当前主题卡包限定-合成	1	1	1.000	noise
That's Goin' in the Book	写进账簿吧	1	1	1.000	ok
Don't Resist and Accept Your Punishments	老实接受执行吧	1	1	1.000	ok
That Heishou's Left Me a Smarting Ache	黑兽混蛋留下的伤口真疼啊	1	1	1.000	ok
You're The Middle's Priority Revenge Target	中指的优先复仇对象	1	1	1.000	ok
Júbilo Hedonista	随兴游乐	1	1	1.000	ok
Flaring Up~	真火热呢~	1	1	1.000	ok
Isn’t It Warm?	很温暖吧？	1	1	1.000	ok
Thou Shalt Hammer!	汝当锤！	1	1	1.000	ok
Here’s to Getting Off Early~	祝提前下班~	1	1	1.000	ok
Carrot & Stick	恩威并用	1	1	1.000	ok
Eyes of a Friend Who ████	■■■■的朋友之眼	1	1	1.000	ok
Vibroweld Morph-combat Cane (Unauthorized Invention)	震动结合变形战斗拐杖(未许可发明)	1	1	1.000	ok
Golden Time - Extracting	黄金时间-收取	1	1	1.000	ok
T Corp. Physics Distortion Field	T公司制物理扭曲场	1	1	1.000	ok
Golden Time - Standoff	黄金时间-对抗	1	1	1.000	ok
Overcharge / Cleanup Order	过度充能/清扫指示	1	1	1.000	ok
Lemme go and I swear I'll make it in time!	放我一马我保证一定会好好完成派送的！	1	1	1.000	ok
Bloodfiend Hunting Manual - Styptics	血魔狩猎教程-止血	1	1	1.000	ok
Don Quixote Hardblood Arts 8: Scissors	堂吉诃德派硬血8式剪刀	1	1	1.000	ok
"Blossom with Blood..."	“令血盛开…”	1	1	1.000	ok
I'll do better next time...	下次会好好派送的…	2	1	0.500	suspect
Bearer of the Blood Kin	背负血族之人	1	1	1.000	ok
‘Feed your repressed hunger, my Family’	“族人们啊，去满足压抑已久的饥饿吧”	1	1	1.000	ok
E.G.O disintegration is not unlike decomposition of compost	E.G.O崩溃之时，将尽数分解为养分	1	1	1.000	ok
District 12 Special Workshop Fuel	12区特制工坊燃料	1	1	1.000	ok
I hope they're from our Office...	希望那是我们事务所的制服…	1	1	1.000	ok
Like a Serpent: Flexible, Elastic, and Unpredictable	蛇行突袭	1	1	1.000	ok
