# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
Pirates 2	海盗 2	2	StageNode-a1c5p1.json
The Waves 2	浪潮 2	2	StageNode-a1c5p1.json
Cruise Party 2	游轮宴会 2	2	StageNode-a1c5p2.json
Cruise Party 3	游轮宴会 3	2	StageNode-a1c5p2.json
Cruise Party 4	游轮宴会 4	2	StageNode-a1c5p2.json
The Big Brother 2	幼兄 2	2	StageNode-a1c5p2.json
The Pallid Whale 2	白鲸 2	2	StageNode-a1c5p2.json
There's no TIME 2	没时间了 2	2	StageNode-a1c6p1.json
A Warm Reception	热情欢迎	2	StageNode-a1c6p1.json
The Corridor 2	走廊 2	2	StageNode-a1c6p1.json
The Corridor 3	走廊 3	2	StageNode-a1c6p1.json
The Dead Rabbits 2	死兔帮 2	2	StageNode-a1c6p1.json
The Diary 2	日记本 2	2	StageNode-a1c6p1.json
Abyssal Basement 2	深邃的地下室 2	2	StageNode-a1c6p2.json
Imitations 2	赝品 2	2	StageNode-a1c6p2.json
Imitations 3	赝品 3	2	StageNode-a1c6p2.json
Nostalgic Face	令人怀念的面容	2	StageNode-a1c6p2.json
Imitations 4	赝品 4	2	StageNode-a1c6p2.json
The Wild Hunt 2	狂猎 2	2	StageNode-a1c6p3.json
The Wild Hunt 3	狂猎 3	2	StageNode-a1c6p3.json
The Tale of a Great Fixer Who Once Reached for The Dream	伟大的收尾人追求梦想的故事	2	StageNode-a1c7p3.json
Disruption 2	妨碍2	2	StageNode-a1c8p1.json
Declaration of Participation	宣言参加	2	StageNode-a1c8p1.json
Night Ambush 2	夜袭2	2	StageNode-a1c8p1.json
Momentary Power Vacuum	刹那的空位	2	StageNode-a1c8p3.json
Justice of Others	他人的正义	2	StageNode-a1c8p3.json
The Second Battlefield	再临战场	2	StageNode-a1c8p3.json
Those Who Do Not Decide	不做判断之人	2	StageNode-a1c8p3.json
Ambush in the Dark	暗中袭击	2	StageNode-a1c9p1.json
Paradox of the Spiral	螺旋悖论	2	StageNode-a1c9p1.json
A Distinct Objective	推断目标	2	StageNode-a1c9p1.json
Sanguine Artistry	鲜红艺术	2	StageNode-a1c9p1.json
Children 2	孩子 2	2	StageNode-a1c9p2.json
New Hires 2	新员工 2	2	StageNode-a1c9p2.json
Shock Centipede 2	电击蜈蚣 2	2	StageNode-a1c9p2.json
The Contract 2	契约 2	2	StageNode-a1c9p2.json
The Contract 3	契约 3	2	StageNode-a1c9p2.json
A Beautiful Hue of Teal	美丽的青光	2	StageNode-a1c9p2.json
The Bus Deck	巴士平层	2	StageNode1-1.json
Branch D-02	D-02支部	2	StageNode1-1.json
Let That S.Y.N.C. In	折·脖 2	2	StageNode1-2.json
An Overstayed Welcome	热烈欢迎 2	2	StageNode1-2.json
Branch J-03	J-03支部	2	StageNode1-2.json
Verboten	禁忌 2	2	StageNode1-3.json
The Deal They Struck	他们达成的交易	2	StageNode1-3.json
Inquisitors 2	异端审判官 2	2	StageNode1-3.json
Inquisitors 3	异端审判官 3	2	StageNode1-3.json
Scheiterhaufen	篝火 2	2	StageNode1-3.json
Branch K-02	K-02支部	2	StageNode1-3.json
Talent and Genius	人才与天才	2	StageNode1-4.json
Drones and Abnormalities 2	无人机与异想体 2	2	StageNode1-4.json
Drones and Abnormalities 3	无人机与异想体 3	2	StageNode1-4.json
Terrorist Organization 2	恐怖组织 2	2	StageNode1-4.json
Decay Ampules 2	崩解安瓿 2	2	StageNode1-4.json
Decay Ampules 3	崩解安瓿 3	2	StageNode1-4.json
Best Employee 2	最优秀的员工 2	2	StageNode1-4.json
Best Employee 3	最优秀的员工 3	2	StageNode1-4.json
Traitor 2	叛徒 2	2	StageNode1-4.json
Traitor 3	叛徒 3	2	StageNode1-4.json
Traitor 4	叛徒 4	2	StageNode1-4.json
Traitor 5	叛徒 5	2	StageNode1-4.json
A Red Line	一条红线	2	StageNode1-4.json
Seized 2	抢夺 2	2	StageNode1-4.json
Bright Villains 2	聪明的恶人 2	2	StageNode1-4.json
Urgent Call 2	紧急呼叫 2	2	StageNode1-4.json
Urgent Call 3	紧急呼叫 3	2	StageNode1-4.json
Glorious Past 2	辉煌的过往 2	2	StageNode1-4.json
Glorious Past 3	辉煌的过往 3	2	StageNode1-4.json
Offer to Join 2	入职原因 2	2	StageNode1-4.json
Nothing 2	没什么 2	2	StageNode1-4.json
Reminisced League of Nine	记忆中的九人会	2	StageNode1-4.json
Disappearing Passengers	消失的乘客	2	StageNode91-10.json
Painting of Hell 2	地狱般的图景 2	2	StageNode91-10.json
Next Car 2	下一节车厢 2	2	StageNode91-10.json
The One Who Lords	主宰者	2	StageNode91-10.json
Unexpected Foe	意外之敌	2	StageNode91-16.json
The Family Hierarch's Proof	家主的证明	2	StageNode91-19.json
Twelve Teachers	十二位老师	2	StageNode91-19.json
Another Student	另一名学生	2	StageNode91-19.json
Hierarch Rescue Operation 2	家主解救作战 2	2	StageNode91-19.json
Hierarch Rescue Operation 3	家主解救作战 3	2	StageNode91-19.json
Village of the Dead Lighthouse	死寂灯塔之村	2	StageNode91-20.json
Relics and the Sign	遗物与印记	2	StageNode91-25.json
Search for the Inflection Point	寻找反曲点	2	StageNode91-27.json
Pursuit 2	追踪 2	2	StageNode91-27.json
Iron Chicken Chef	铁血鸡厨	2	StageNode91-3.json
Master Chicken Chef	大师鸡厨	2	StageNode91-3.json
A Restaurateur’s Mild Fathoms	老板的原味心道	2	StageNode91-3.json
Mudflat Scrapyard	废料海滩	2	StageNode91-4.json
The Boatwrights	船夫	2	StageNode91-4.json
Makeshift Bus Mods	废料巴士改造	2	StageNode91-4.json
Time to Collect Scrap...	废料收集时间……	2	StageNode91-4.json
Troubled Waters	尴尬时间	2	StageNode91-4.json
The Last Scrap	最后的废料	2	StageNode91-4.json
King Trash Crab Hunt	帝王废料蟹狩猎	2	StageNode91-4.json
Monstrous Gifts	怪物们的礼物	2	StageNode91-5.json
For Whom the Gnomes Pack	礼物为谁而做	2	StageNode91-5.json
The Gift-giving Giant	礼物派送巨人	2	StageNode91-5.json
A Journey's End	旅程的终点	2	StageNode91-5.json
To Yong-jin Building 2	前往龙进大楼 2	2	StageNode91-7.json
Mentor and Fellows 2	金笠与友人们 2	2	StageNode91-7.json
Origin of Sin	罪之根源	2	StageNode91-7.json
A Scandal in Time	时间税丑闻	2	StageNode91-9.json
Timekilling Puzzle	时间杀人之谜	2	StageNode91-9.json
The White-scarved League	白围巾联盟	2	StageNode91-9.json
The Rewinding Clock	倒转的时钟	2	StageNode91-9.json
A Trail Gone Cold	丢失的痕迹	2	StageNode91-9.json
The Dying Detective	临终的侦探	2	StageNode91-9.json
The Yurodiviye Mystery	圣愚之谜	2	StageNode91-9.json
Twisted Time	歪曲的时间	2	StageNode91-9.json
Uncategorized	目前难以分类	2	StoryTheaterDanteNote_5.json
PDA Device	PDA终端	2	StoryTheaterDanteNote_7.json
Abnormality Corrosion	异想侵蚀	2	UnitKeyword-a1c7p3.json
Lord of all Roaches	全体蜚蠊之王	2	UnitKeyword-a1c9p3.json
Emperor of Pests	害虫的皇帝	2	UnitKeyword-a1c9p3.json
For Crunchy Frying	用于炸至酥脆	2	UnitKeyword-x1p1c1.json
For Sweet Stewing	用于香甜炖菜	2	UnitKeyword-x1p1c1.json
For Tangy Braising	用于酸甜焖煮	2	UnitKeyword-x1p1c1.json
Soldato III	士兵III	2	UnitKeyword.json
막힌_길_장치_조작	막힌_길_장치_조작	1	AbEvents-a1c8p2.json
죄인_벌주기_1차	죄인_벌주기_1차	1	AbEvents-a1c8p2.json
죄인_벌주기_2차	죄인_벌주기_2차	1	AbEvents-a1c8p2.json
Iberians and the Ægir - #3	伊比利亚人与阿戈尔人 #3	1	AbEvents-pilgrimage.json
A Story of Lighthouse Keepers and The Profound Silence - #3	灯塔看守人与大静谧的故事 #3	1	AbEvents-pilgrimage.json
백설선택지1	白雪选项1	1	AbEvents.json
백설선택지2	白雪选项2	1	AbEvents.json
백설선택지4	백설선택지4	1	AbEvents.json
백설선택지5	백설선택지5	1	AbEvents.json
구더기사과선택지1	구더기사과선택지1	1	AbEvents.json
아즈텍원판선택지2	아즈텍원판선택지2	1	AbEvents.json
아즈텍원판선택지4	아즈텍원판선택지4	1	AbEvents.json
아즈텍원판선택지6	아즈텍원판선택지6	1	AbEvents.json
분홍신선택지2	분홍신선택지2	1	AbEvents.json
던전 103003 선택지	던전 103003 선택지	1	AbEvents.json
던전 103004 선택지 : 짓무름의 의식	던전 103004 선택지 : 짓무름의 의식	1	AbEvents.json
던전 103004 선택지 : 속죄의 의식	던전 103004 선택지 : 속죄의 의식	1	AbEvents.json
던전 103006 2차 선택지	던전 103006 2차 선택지	1	AbEvents.json
늑대선택지1	늑대선택지1	1	AbEvents.json
뱀선택지1	뱀선택지1	1	AbEvents.json
크로머선택지1	크로머선택지1	1	AbEvents.json
크로머선택지2	크로머선택지2	1	AbEvents.json
단수어선택지1	단수어선택지1	1	AbEvents.json
골목파수견선택지1	골목파수견선택지1	1	AbEvents.json
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵部位陷入混乱</color>	1	AbEventsResultLog-a1c9p1.json
<color=#ebcaa2>Abnormality Suppressed!</color>	<color=#ebcaa2>异想体镇压完成</color>	1	AbEventsResultLog.json
<color=#ebcaa2>Investigating the factory…</color>	<color=#ebcaa2>我们决定调查工厂。</color>	1	AbEventsResultLog.json
<color=#ebcaa2>Pressed “Yes”.</color>	<color=#ebcaa2>按下了“是”的按钮。</color>	1	AbEventsResultLog.json
<color=#ebcaa2>Pressed “No”.</color>	<color=#ebcaa2>按下了“不是”的按钮。</color>	1	AbEventsResultLog.json
<color=#ff8000>Combat Encounter!</color>	<color=#ff8000>触发遭遇战！</color>	1	AbEventsResultLog.json
<color=#ebcaa2>Got an E.G.O Gift!</color>	<color=#ebcaa2>获得E.G.O饰品！</color>	1	AbEventsResultLog.json
<color=#ebcaa2>Combat Encounter!</color>	<color=#ebcaa2>触发遭遇战！</color>	1	AbEventsResultLog.json
Karma strikes every Sinner randomly!	对全体人格随机施加业报。	1	AbEventsResultLog.json
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵陷入混乱</color>	1	AbEventsResultLog_Refraction2.json
<color=#ebcaa2>All allies fully heal HP and SP</color>	<color=#ebcaa2>全体友方单位恢复全部理智值与体力</color>	1	AbEventsResultLog_Refraction6.json
All allies <color=#00ff9c>heal 30 HP</color>	全体友方单位<color=#00ff9c>恢复30点体力</color>	1	AbEventsResultLog_walpu4.json
All allies <color=#80c9ff>heal 30 SP</color>	全体友方单位<color=#80c9ff>恢复30点理智值</color>	1	AbEventsResultLog_walpu4.json
All allies <color=#00ff9c>heal 3 HP every turn</color>	全体友方单位<color=#00ff9c>每回合恢复3点体力</color>	1	AbEventsResultLog_walpu4.json
All allies <color=#80c9ff>heal 3 SP every turn</color>	全体友方单位<color=#80c9ff>每回合恢复3点理智值</color>	1	AbEventsResultLog_walpu4.json
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄 判定 - 剑术乃斩击	1	AbEvents_Mirror4.json
Fractured Blade Choice - Draw of the Sword	破碎的刀刃 选项 - 拔剑	1	AbEvents_Mirror4.json
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃 选项 - 垂剑	1	AbEvents_Mirror4.json
Red Tassel Choice - Small fries	红色流苏 选项 - 殃及池鱼	1	AbEvents_Mirror4.json
Old Dopo Cloak - What's right is right	陈旧的长袍 选项 - 是则是	1	AbEvents_Mirror4.json
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄选项 - 剑术乃斩击	1	AbEvents_Ycgd.json
Fractured Blade Choice - Draw of the Sword	破碎的刀刃选项 - 拔剑	1	AbEvents_Ycgd.json
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃选项 - 垂剑	1	AbEvents_Ycgd.json
Red Tassel Choice - Small fries	红色流苏选项 - 殃及池鱼	1	AbEvents_Ycgd.json
Old Dopo Cloak - What's right is right	陈旧的长袍选项 - 是则是	1	AbEvents_Ycgd.json
LCE Recovers The Ring's Artwork - Corporist Piece	回收环指作品的LCE组员们 - 人体派作品	1	AbEvents_twth.json
LCE Recovers The Ring's Artwork - Fauvist Piece	回收环指作品的LCE组员们 - 野兽派作品	1	AbEvents_twth.json
Peccatulum Luxuriae??	色欲罪种??	1	AbnormalityGuides-a1c7p3.json
Peccatulum Superbiae??	傲慢罪种??	1	AbnormalityGuides-a1c7p3.json
막힌길_뚫기	막힌길_뚫기	1	ActionEvents-a1c8p2.json
부적_떼기_북	부적_떼기_북	1	ActionEvents-a1c8p2.json
부적_떼기_중앙	부적_떼기_중앙	1	ActionEvents-a1c8p2.json
부적_떼기_서	부적_떼기_서	1	ActionEvents-a1c8p2.json
부적_떼기_끝	부적_떼기_끝	1	ActionEvents-a1c8p2.json
붉은_출입증_획득_전투	붉은_출입증_획득_전투	1	ActionEvents-a1c8p2.json
죄수_꽃뜯기	죄수_꽃뜯기	1	ActionEvents-a1c8p2.json
환_도박_코인_성공	환_도박_코인_성공	1	ActionEvents-a1c8p2.json
환_도박_코인_실패	환_도박_코인_실패	1	ActionEvents-a1c8p2.json
죄인_고문	죄인_고문	1	ActionEvents-a1c8p2.json
항아리_보기_뽀개기	항아리_보기_뽀개기	1	ActionEvents-a1c8p2.json
타임어택_인형_전투	타임어택_인형_전투	1	ActionEvents-a1c8p2.json
공포_견디기_내기	공포_견디기_내기	1	ActionEvents-a1c8p2.json
붉은_출입증_사용	붉은_출입증_사용	1	ActionEvents-a1c8p2.json
가문_기물_획득	가문_기물_획득	1	ActionEvents-a1c8p2.json
막바지_보너스_내기_패배	막바지_보너스_내기_패배	1	ActionEvents-a1c8p2.json
Mayors, the Yearning Flotsam's first Choice Event	梅厄斯，羡望漂流 首个选项事件	1	ActionEvents-pilgrimage.json
Mayors, the Yearning Flotsam's second Choice Event	梅厄斯，羡望漂流 第二个选项事件	1	ActionEvents-pilgrimage.json
Iberians and the Ægirian - #2	伊比利亚人与阿戈尔人 #2	1	ActionEvents-pilgrimage.json
A Story of Lighthouse Keepers and The Profound Silence - #2	灯塔看守人与大静谧的故事 #2	1	ActionEvents-pilgrimage.json
An Inquisitor Locked in a Fight Against Sea Terrors	与海嗣激战正酣的审判官	1	ActionEvents-pilgrimage.json
Education & Machine Console	培训与机械装置	1	ActionEvents-walpu4.json
One Sin SP Healing E.G.O Gift Giveaway	一罪百善理智值恢复E.G.O饰品获取	1	ActionEvents-walpu4.json
Heal HP, SP, or gain Cost	恢复体力、恢复理智值或获得经费	1	ActionEvents-walpu4.json
Miracle in District 20 Hard Event 1	20区的奇迹困难事件1	1	ActionEvents-walpu4.json
Miracle in District 20 Hard Event 2	20区的奇迹困难事件2	1	ActionEvents-walpu4.json
The Knight of Despair Containment Unit	绝望骑士 收容单元	1	ActionEvents-walpu6.json
The Queen of Hatred Containment Unit	憎恶皇后 收容单元	1	ActionEvents-walpu6.json
Alriune Choice Event (#1)	爱娜温 选项(#1)	1	ActionEvents-walpu8.json
Alriune Choice Event (#2)	爱娜温 选项(#2)	1	ActionEvents-walpu8.json
Alriune Choice Event (#3)	爱娜温 选项(#3)	1	ActionEvents-walpu8.json
An Encounter with the Unbearable	与无法忍受的存在相遇	1	ActionEvents.json
Are You Happy? 2	你感到幸福吗？2	1	ActionEvents.json
A Room Full of Crates	装满箱子的房间	1	ActionEvents.json
[Hel. P. Me. He. Lp.]	[救。救。我。救。救。]	1	ActionEvents.json
아즈텍원판 선택지1	阿兹特克历法石选项1	1	ActionEvents.json
아즈텍원판 선택지3	阿兹特克历法石选项3	1	ActionEvents.json
아즈텍원판 선택지5	阿兹特克历法石选项5	1	ActionEvents.json
강화인간 선택지1	改造人选项1	1	ActionEvents.json
강화인간 선택지2-그렇다	改造人选项2-是	1	ActionEvents.json
강화인간 선택지2-아니다	改造人选项2-不是	1	ActionEvents.json
분홍신 선택지1	粉红鞋选项1	1	ActionEvents.json
Vending Machine and Oceanic Waves	传来潮声的自动贩卖机	1	ActionEvents.json
강화앰플교환삽입소	强化安瓿交换注射所	1	ActionEvents.json
Hell's Chicken Dungeon Renewal - Starting Point Choice	地狱鸡迷宫更新 - 起点选项	1	ActionEvents.json
T Corp. Time Prepayment Apparatus	T公司 时间预付机	1	ActionEvents_Mirror7.json
Audio Logs of That Day	那一日的语音记录	1	ActionEvents_Mirror7.json
Recurring Faith and Promise 2	循环的信念与承诺2	1	ActionEvents_Mirror7.json
Recurring Faith and Promise 3	循环的信念与承诺3	1	ActionEvents_Mirror7.json
'Yield My Flesh to Claim Their Bones' Renewal Hard Fusion	肉斩骨断迷宫更新 困难合成	1	ActionEvents_Ycgd.json
Story Dungeon Starting Choice Event	剧情迷宫起始选项事件	1	ActionEvents_exme.json
Hardblood weapon found while resting	休息时发现的硬血武器	1	ActionEvents_mowe-re.json
Timekilling Time Dungeon Renewal Starting Point	时间杀人时间迷宫 更新起点	1	ActionEvents_tkt.json
Timekilling Time Dungeon Renewal Fusion	时间杀人时间迷宫 更新合成	1	ActionEvents_tkt.json
Every skill consists of at least 1 Coin.	每个技能都至少包含1枚硬币。	1	BattleHint.json
Sinners with low Sanity will be corroded by E.G.O.	理智值到达下限的罪人会被E.G.O侵蚀。	1	BattleHint.json
Speed determines the formation of units in combat.	速度值决定了敌我双方的角色在战斗中的站位。	1	BattleHint.json
Cancelling E.G.O before using it will return its resources.	在E.G.O使用之前将其取消会返还其消耗的E.G.O资源。	1	BattleHint.json
Every Identity has a Combat Passive and a Support Passive.	所有人格都拥有一个战斗被动技能和一个支援被动技能。	1	BattleHint.json
Identities participating in combat use Combat Passives.	参与战斗的人格可以使用战斗被动技能。	1	BattleHint.json
E.G.O skills are placed at the bottom of a Sinner’s column.	E.G.O技能将会固定生成在仪表盘最下方的行动槽。	1	BattleHint.json
Clashes occur when two Attack Skills target each other.	使用攻击技能对峙时，将会进行拼点。	1	BattleHint.json
- Until Season 8 Update	- 到第8赛季开始前	1	BattlePass-a1c9.json
Level up the Pass using [Paid Lunacy]?	要消耗[付费狂气]来提升通行证等级吗？	1	BattlePass.json
<color=#f8c200>Max Pass Level</color> reached.	已达到<color=#f8c200>最高等级</color>。	1	BattlePass.json
Eligible for Max Pass Level rewards	可以领取战斗通行证超额奖励	1	BattlePass.json
※ Purchasing Battle Pass Levels costs 300 Paid Lunacy.	※购买通行证等级需要花费300付费狂气。	1	BattlePass.json
+ [LIMBUS PASS] Activation	+ [边狱通行证] 赠品	1	BattlePass.json
Select Pass/Package	选择通行证/组合包	1	BattlePass.json
~ Until Season 4 Update	~ 到第4赛季开始前	1	BattlePass.json
10% Discount	10%折扣	1	BattlePass.json
- Until Season 7 Update	- 到第7赛季开始前	1	BattlePass.json
Season 6: Zàng Huā Yín	第6赛季：葬花吟	1	BattlePass_Banner-a1c8.json
(더미)	(더미)	1	BattleResultHint-a1c9p3.json
Try prioritizing enemies with low HP first.	推荐优先击杀体力较低的敌方单位。	1	BattleResultHint-a1c9p3.json
Nursefathers are difficult enemies for the Sinners.	父辈是罪人难以应对的敌人。	1	BattleResultHint-a1c9p3.json
Reduce The Thumb Apprentice's HP to below half.	需要将拇指子辈的体力减少至一半以下。	1	BattleResultHint-a1c9p3.json
N Corp. Staff reinforcements occur only in N Corp.	后续人员补充只会在N公司发生。	1	BattleResultHint-exme.json
Atrophied (Low Morale)	畏缩(士气低落)	1	Bufs.json
Overwhelmed (Low Morale)	无措(士气低落)	1	Bufs.json
Kromer’s Whistles	克罗默的哨音	1	Bufs.json
Mirror of Mirrors - F2	镜中之镜 - 第二层	1	Bufs.json
Mirror of Mirrors - F3	镜中之镜 - 第三层	1	Bufs.json
Mirror of Mirrors - F4	镜中之镜 - 第四层	1	Bufs.json
Mirror of Mirrors - F5	镜中之镜 - 第五层	1	Bufs.json
Mirror of Mirrors Hard - F2	镜中之镜困难 - 第二层	1	Bufs.json
Mirror of Mirrors Hard - F3	镜中之镜困难 - 第三层	1	Bufs.json
Mirror of Mirrors Hard - F4	镜中之镜困难 - 第四层	1	Bufs.json
Mirror of Mirrors Hard - F5	镜中之镜困难 - 第五层	1	Bufs.json
Mirror of Mirrors Hard - F1	镜中之镜困难 - 第一层	1	Bufs.json
Select Sapling of Light Ability	选择光之树苗能力	1	DanteAbilityUIText.json
Select the ability to use.	选择要使用的能力。	1	DanteAbilityUIText.json
Cannot use this Sapling of Light ability.	无法使用此光之树苗能力。	1	DanteAbilityUIText.json
Already used this Sapling of Light ability today.	今天已经使用过该光之树苗能力。	1	DanteAbilityUIText.json
No remaining activations for today.	今天的使用次数已用尽。	1	DanteAbilityUIText.json
Gate #1	第一关口	1	DungeonArea1-3.json
Gate #2	第二关口	1	DungeonArea1-3.json
Meditator’s Pulpit	冥想讲坛	1	DungeonArea1-3.json
Gate #3	第三关口	1	DungeonArea1-3.json
League of Nine Littérateurs Lab - Spring	春天的九人会实验室	1	DungeonArea1-4.json
League of Nine Littérateurs Lab - Autumn	秋天的九人会实验室	1	DungeonArea1-4.json
League of Nine Littérateurs Lab - Summer	夏天的九人会实验室	1	DungeonArea1-4.json
League of Nine Littérateurs Lab - Winter	冬天的九人会实验室	1	DungeonArea1-4.json
Snake Slough++	蛇蜕++	1	EGOgift_MirrorDungeon-EventTheme_2.json
False Halo++	虚假的光相++	1	EGOgift_MirrorDungeon-EventTheme_2.json
Metronome++	节拍器++	1	EGOgift_MirrorDungeon-EventTheme_2.json
Contempt of the Gaze of Contempt++	轻蔑的视线的轻蔑++	1	EGOgift_MirrorDungeon-EventTheme_2.json
Unhatched Embers++	未孵化的火种++	1	EGOgift_MirrorDungeon-EventTheme_2.json
Anti-Ovine Grounding Plug+	对羊接地插头+	1	EGOgift_MirrorDungeon-EventTheme_2.json
Enh. Tattoos - The Middle	强化纹身-中指	1	EGOgift_MirrorDungeon-EventTheme_2.json
Town-protecting Harpoon++	守镇鱼叉++	1	EGOgift_MirrorDungeon-StoryTheme_2.json
Broken Violin++	损坏的小提琴++	1	EGOgift_MirrorDungeon-StoryTheme_2.json
Butler Style Binding Arts++	管家式束缚法++	1	EGOgift_MirrorDungeon-StoryTheme_2.json
Mask of the Parade+	游行的面具+	1	EGOgift_MirrorDungeon-StoryTheme_2.json
W Corp. Standard Issue Cap	W公司制式帽子	1	EGOgift_MirrorDungeon-mowe-re.json
Cleanup Agent Gear Set C	C型清扫人员装备套组	1	EGOgift_MirrorDungeon-mowe-re.json
Bloody Flesh, Fleshy Blood	由血而成之肉，由肉而成之血	1	EGOgift_MirrorDungeon-mowe-re.json
Discarded Dimensional Gauntlet++	被遗落的次元护手++	1	EGOgift_MirrorDungeon-mowe-re.json
Blue Starshard++	蓝星碎片++	1	EGOgift_MirrorDungeon-mowe-re.json
Hellterfly’s Dream++	地狱蝶之梦++	1	EGOgift_MirrorDungeon.json
Ashes to Ashes++	尘归尘++	1	EGOgift_MirrorDungeon.json
Wound Clerid++	拟伤虫++	1	EGOgift_MirrorDungeon.json
Fiery Down++	炽热的羽毛++	1	EGOgift_MirrorDungeon.json
Bloody Gadget++	鲜血装饰++	1	EGOgift_MirrorDungeon.json
Talisman Bundle++	成捆的符咒++	1	EGOgift_MirrorDungeon.json
Blood, Sweat, and Tears++	膏血++	1	EGOgift_MirrorDungeon.json
Green Spirit++	绿光果实++	1	EGOgift_MirrorDungeon.json
Crown of Roses++	玫瑰王冠++	1	EGOgift_MirrorDungeon.json
White Gossypium++	白棉花++	1	EGOgift_MirrorDungeon.json
Thunderbranch++	雷击木++	1	EGOgift_MirrorDungeon.json
Lowest Star++	谷底之星++	1	EGOgift_MirrorDungeon.json
Nixie Divergence++	辉光变动仪++	1	EGOgift_MirrorDungeon.json
Voodoo Doll++	巫毒娃娃++	1	EGOgift_MirrorDungeon.json
Carmilla++	卡蜜拉++	1	EGOgift_MirrorDungeon.json
Red Order++	赤色指令++	1	EGOgift_MirrorDungeon.json
Smokes and Wires++	烟霾与铁丝网++	1	EGOgift_MirrorDungeon.json
Employee Card++	员工证++	1	EGOgift_MirrorDungeon.json
Oscillating Bracelet++	震荡手环++	1	EGOgift_MirrorDungeon.json
Glimpse of Flames++	炎鳞++	1	EGOgift_MirrorDungeon.json
Barbed Lasso++	荆棘套索++	1	EGOgift_MirrorDungeon.json
Rusted Cutting Knife++	锈蚀的美工刀++	1	EGOgift_MirrorDungeon.json
Thorny Path++	荆棘之路++	1	EGOgift_MirrorDungeon.json
Red-stained Gossypium++	红染棉花++	1	EGOgift_MirrorDungeon.json
Stone Tomb++	石冢++	1	EGOgift_MirrorDungeon.json
Portable Battery Socket++	便携式电源插座++	1	EGOgift_MirrorDungeon.json
Dust to Dust++	土归土++	1	EGOgift_MirrorDungeon.json
Downpour++	暴雨++	1	EGOgift_MirrorDungeon.json
Thrill++	快感++	1	EGOgift_MirrorDungeon.json
Curriculum Vitae++	简历++	1	EGOgift_MirrorDungeon.json
Pendant of Nostalgia++	追忆吊坠++	1	EGOgift_MirrorDungeon.json
Artistic Sense++	美感++	1	EGOgift_MirrorDungeon.json
Nebulizer++	雾化吸入器++	1	EGOgift_MirrorDungeon.json
Wrist Guards++	护腕++	1	EGOgift_MirrorDungeon.json
Clear Mirror, Calm Water++	明镜止水++	1	EGOgift_MirrorDungeon.json
Lightning Rod++	避雷针++	1	EGOgift_MirrorDungeon.json
Endorphin Kit++	内啡肽试剂组++	1	EGOgift_MirrorDungeon.json
Headless Portrait++	无头肖像++	1	EGOgift_MirrorDungeon.json
Charge-type Gloves++	充能式手套++	1	EGOgift_MirrorDungeon.json
Piece of Relationship++	缘分残片++	1	EGOgift_MirrorDungeon.json
Burning Intellect++	炽热的智慧++	1	EGOgift_MirrorDungeon.json
Rusted Muzzle++	锈蚀的笼头++	1	EGOgift_MirrorDungeon.json
Bell of Truth++	真理之钟++	1	EGOgift_MirrorDungeon.json
Fluorescent Lamp++	荧光灯++	1	EGOgift_MirrorDungeon.json
Broken Compass++	破碎罗盘++	1	EGOgift_MirrorDungeon.json
Ornamental Horseshoe++	马蹄铁饰物++	1	EGOgift_MirrorDungeon.json
Material Interference Force Field++	物理屏蔽力场++	1	EGOgift_MirrorDungeon.json
Melted Paraffin++	熔化的石蜡++	1	EGOgift_MirrorDungeon.json
Polarization++	偏振光++	1	EGOgift_MirrorDungeon.json
Pain of Stifled Rage++	郁火++	1	EGOgift_MirrorDungeon.json
Arrested Hymn++	被扣留的颂歌++	1	EGOgift_MirrorDungeon.json
Tangled Bundle++	纠缠捆束++	1	EGOgift_MirrorDungeon.json
Awe++	敬畏++	1	EGOgift_MirrorDungeon.json
Bio-venom Vial++	生物剧毒药瓶++	1	EGOgift_MirrorDungeon.json
Venomous Skin++	剧毒外皮++	1	EGOgift_MirrorDungeon.json
Sour Liquor Aroma++	酸味的酒香++	1	EGOgift_MirrorDungeon.json
Ragged Umbrella++	破损的雨伞++	1	EGOgift_MirrorDungeon.json
Eldtree Snare++	古木陷阱++	1	EGOgift_MirrorDungeon.json
Rags++	破布++	1	EGOgift_MirrorDungeon.json
Grandeur++	庄严++	1	EGOgift_MirrorDungeon.json
Devil's Share++	魔鬼所享++	1	EGOgift_MirrorDungeon.json
Emerald Elytra++	绿色鞘翅++	1	EGOgift_MirrorDungeon.json
Old Wooden Doll++	陈旧的木雕人偶++	1	EGOgift_MirrorDungeon.json
UPS System++	不间断电源装置++	1	EGOgift_MirrorDungeon.json
Uncapped Defibrilator++	解除限制的除颤仪++	1	EGOgift_MirrorDungeon.json
Patrolling Flashlight++	巡逻用手电筒++	1	EGOgift_MirrorDungeon.json
Scalpel++	手术用刀++	1	EGOgift_MirrorDungeon.json
