# en	cn	en_hits	cn_hits	source
The Emperor's Blood	皇帝之血	1	1	Passives_Abnormality-a1c9p3.json
The Unwrapped Present	撕开的包装纸	1	1	Passives_Abnormality-a1c9p3.json
The Emperor's Wrath	皇帝的震怒	1	1	Passives_Abnormality-a1c9p3.json
I'll scrape every filthy scale off your skin...	将肮脏的鳞片踏至一片不留…	0	2	Passives_Abnormality-cultivation.json
Sparring Complete	切磋结束	1	1	Passives_Abnormality-cultivation.json
Reversed Circuitry	电路反转	1	1	Passives_Abnormality-cultivation.json
Slightly Relieved Burdens	负荷稍降	1	1	Passives_Abnormality-cultivation.json
Rule by Fear	恐怖统治	1	1	Passives_Abnormality-cultivation.json
Twisted Determination	扭曲的意志	1	1	Passives_Abnormality-cultivation.json
Arranged Information	整理完毕的情报	1	1	Passives_Abnormality-exme.json
Firm Nailing	坚固钉击	1	1	Passives_Abnormality-exme.json
From Memory to Record	从记忆到记录	1	1	Passives_Abnormality-exme.json
Nightmare of La Manchaland	拉·曼却领的噩梦	1	1	Passives_Abnormality-mowe-re.json
Sanguivore - Coagulation	血食-硬化	0	2	Passives_Abnormality-mowe-re.json
Prosthesis Model - L37	义体型号- L37	0	2	Passives_Abnormality-mowe-re.json
Must Retain Blood	血液不可耗尽	1	1	Passives_Abnormality-mowe.json
The Prince's Frenzy	王子的反抗	1	1	Passives_Abnormality-mowe.json
Rough Bloodsucking	贪婪吸血	1	1	Passives_Abnormality-mowe.json
Power Leakage	漏电	1	1	Passives_Abnormality-mowe.json
Blood to Brain	血液供脑	1	1	Passives_Abnormality-mowe.json
A Young Kindred	年幼的眷属	1	1	Passives_Abnormality-mowe.json
Burst Bloodbag	爆裂的血袋	1	1	Passives_Abnormality-mowe.json
I'm Stuffed	我吃不下了	1	1	Passives_Abnormality-mr6.json
Got Candy?	有糖果吗？	0	2	Passives_Abnormality-mr6.json
Let the Blood Festival Flow	血祭开幕	0	2	Passives_Abnormality-mr7-extreme.json
Let the Fire Festival Ignite	火祭开幕	0	2	Passives_Abnormality-mr7-extreme.json
Let the Star Festival Fall	星祭开幕	0	2	Passives_Abnormality-mr7-extreme.json
SplishSplashSplish	拍拍拍	1	1	Passives_Abnormality-mr7-extreme.json
Authority Unbroken	维持威信	1	1	Passives_Abnormality-mr7.json
Overlook of All-life	俯视苍生	1	1	Passives_Abnormality-pilgrimage.json
Adversary of the Tides	猎潮者	1	1	Passives_Abnormality-pilgrimage.json
Rage Against the Waves	大潮的愤怒	1	1	Passives_Abnormality-pilgrimage.json
Galloping Rocinante	疾行的罗辛南特	1	1	Passives_Abnormality-pilgrimage.json
The Knight's Delusion	骑士的妄念	1	1	Passives_Abnormality-pilgrimage.json
Ego of Responsibility	责任的自我	1	1	Passives_Abnormality-pilgrimage.json
Adrift Compassion	漂流的善意	1	1	Passives_Abnormality-pilgrimage.json
Coaxing Kins	劝诱同族	1	1	Passives_Abnormality-pilgrimage.json
Cell Membrane	细胞膜	1	1	Passives_Abnormality-pilgrimage.json
Rescued Time	救援的时间	1	1	Passives_Abnormality-tkt.json
Accelerated Regeneration	加速再生修复	1	1	Passives_Abnormality-tkt.json
Everyone's Time	所有人的时间	1	1	Passives_Abnormality-tkt.json
Equal Expense	公平的支出	1	1	Passives_Abnormality-tkt.json
For the Time Community	为了时间共同体	1	1	Passives_Abnormality-tkt.json
Casque de Fauve - Empreinte Vitale	寄宿着人生的兽面	0	2	Passives_Abnormality-twth.json
Le Fauvisme - Masque de Loup : Résurgence de la Sauvagerie	野兽派-狼面：觉醒的野性	0	2	Passives_Abnormality-twth.json
Le Fauvisme - Maximum Paint Tolerance Dose	野兽派-颜料注入极限值	0	2	Passives_Abnormality-twth.json
Remnant of Art	艺术的痕迹	1	1	Passives_Abnormality-twth.json
BLACK Damage	侵蚀伤害	1	1	Passives_Abnormality-walpu4.json
River of Helpless Tears	流下无力之泪	1	1	Passives_Abnormality-walpu6.json
Tailored for the Palate	直击味蕾	1	1	Passives_Abnormality-walpu8.json
The Secret of Taste	味道的秘密	1	1	Passives_Abnormality-walpu8.json
Lasting Ordeal	接连不断的考验	1	1	Passives_Abnormality-walpu8.json
Fragile Orange Bubble	脆弱的橙子气泡	1	1	Passives_Abnormality-walpu8.json
Food Production	食品生产	1	1	Passives_Abnormality-walpu8.json
Dignity of the B.E.	凤·皇的威严	1	1	Passives_Abnormality-x1p1c1.json
It was All... for the Kids.	都是为了孩子们	0	2	Passives_Abnormality-x1p1c1.json
NOT FOR DISPLAY1	如果它出现了就是bug1	1	1	Passives_Abnormality.json
NOT FOR DISPLAY2	如果它出现了就是bug2	1	1	Passives_Abnormality.json
Cracked Gold	碎裂的黄金	1	1	Passives_Abnormality.json
Frail Core	中枢毁坏	1	1	Passives_Abnormality.json
Rotting Apple	腐烂的苹果	1	1	Passives_Abnormality.json
Wavering Desires	摇晃的欲望	1	1	Passives_Abnormality.json
Ensnaring Desires	束缚的欲望	1	1	Passives_Abnormality.json
Shuddering Terror	深入肌肤的恐惧	1	1	Passives_Abnormality.json
You Must Accept the Pain!	接受痛苦吧！	0	2	Passives_Abnormality.json
Bliss of Execution	处刑的欢愉	1	1	Passives_Abnormality.json
Inconsolable Sorrow	无法自拔的悲伤	1	1	Passives_Abnormality.json
Downed by the Horns	完全无力化	1	1	Passives_Abnormality.json
Motioning Nerves	活动的神经	1	1	Passives_Abnormality.json
Perilous Mind	岌岌可危的精神	1	1	Passives_Abnormality.json
Walled Heart	封闭的心	1	1	Passives_Abnormality.json
Flowering Mind	盛开的内心	1	1	Passives_Abnormality.json
Cost of Blooming	开花的代价	1	1	Passives_Abnormality.json
Growing Flower	茁壮成长的花	1	1	Passives_Abnormality.json
Self Salvation	自我救赎	1	1	Passives_Abnormality.json
Price of Neglect	背道而驰的代价	1	1	Passives_Abnormality.json
Inefficient Judgement	低效的判断	1	1	Passives_Abnormality.json
Exhausting Endeavor	体力耗尽	1	1	Passives_Abnormality.json
Exposed Base	露出的根系	1	1	Passives_Abnormality.json
Spare Lure	额外的饵料	1	1	Passives_Abnormality.json
Discovered Weakness	暴露的弱点	1	1	Passives_Abnormality.json
Connected Weakness	相连的弱点	1	1	Passives_Abnormality.json
Torn Arm	被撕裂的手臂	1	1	Passives_Abnormality.json
Invitation to a Meal	就餐邀请	1	1	Passives_Abnormality.json
The Queen's Defenders	女王护卫	1	1	Passives_Abnormality.json
Ferocious Acidic Crust	凶恶的酸性甲壳	1	1	Passives_Abnormality91-4.json
Stolen Rupturing Shell	偷来的破裂外壳	1	1	Passives_Abnormality91-4.json
Looming Presence	巨物尊容	1	1	Passives_Abnormality91-4.json
Gloomy Noises	忧郁之声	1	1	Passives_Abnormality_Refraction.json
Septic Weakness	溃烂的弱点	1	1	Passives_Abnormality_Refraction.json
Damage Detected!	检测到破损！	0	2	Passives_Abnormality_Refraction.json
Refracted Burn and Rupture	折射的烧伤与破裂	1	1	Passives_Abnormality_Refraction2.json
Apply Refracted Tremor	施加折射的震颤	1	1	Passives_Abnormality_Refraction2.json
One-sided Desire	单方面的欲望	1	1	Passives_Abnormality_Refraction2.json
Yellow Rose 2	黄色玫瑰2	1	1	Passives_Abnormality_Refraction2.json
Yellow Rose 4	黄色玫瑰4	1	1	Passives_Abnormality_Refraction2.json
Green Rose 2	绿色玫瑰2	1	1	Passives_Abnormality_Refraction2.json
Green Rose 4	绿色玫瑰4	1	1	Passives_Abnormality_Refraction2.json
Blue Rose 3	蓝色玫瑰3	1	1	Passives_Abnormality_Refraction2.json
Blue Rose 5	蓝色玫瑰5	1	1	Passives_Abnormality_Refraction2.json
Azure Rose 3	靛色玫瑰3	1	1	Passives_Abnormality_Refraction2.json
Azure Rose 5	靛色玫瑰5	1	1	Passives_Abnormality_Refraction2.json
Purple Rose 3	紫色玫瑰3	1	1	Passives_Abnormality_Refraction2.json
Purple Rose 5	紫色玫瑰5	1	1	Passives_Abnormality_Refraction2.json
Binding Roots	纠缠的根	1	1	Passives_Abnormality_Refraction3.json
Flowering Gossypium	盛开的棉花	1	1	Passives_Abnormality_Refraction3.json
Contempt and Gaze	轻蔑与视线	1	1	Passives_Abnormality_Refraction3.json
Crushing Grasp	粉碎之掌	1	1	Passives_Abnormality_Refraction3.json
Compounded Contempt	附加的轻蔑	1	1	Passives_Abnormality_Refraction3.json
Penetrated Gaze	贯穿的视线	1	1	Passives_Abnormality_Refraction3.json
Portrait Afterimage Sighting	目击肖像残影	1	1	Passives_Abnormality_Refraction4.json
Throwing Out the Interloper	赶走不速之客	1	1	Passives_Abnormality_Refraction4.json
Interloper Hunt	狩猎不速之客	1	1	Passives_Abnormality_Refraction4.json
A Familiar Connector	熟悉的插头	1	1	Passives_Abnormality_Refraction4.json
Overcurrent	过流	1	1	Passives_Abnormality_Refraction4.json
Detached Anti-Ovine Grounding Plug	断开的对羊接地插头	1	1	Passives_Abnormality_Refraction4.json
Safety Plug	安全插头	1	1	Passives_Abnormality_Refraction4.json
Prelude of the Banquet	宴会开幕	1	1	Passives_Abnormality_Refraction4.json
Closing of the Banquet	宴会闭幕	1	1	Passives_Abnormality_Refraction4.json
Snapping Bandages	崩裂的绷带	1	1	Passives_Abnormality_Refraction4.json
Retainer of the King in Binds	受缚之王的仆从	0	2	Passives_Abnormality_Refraction4.json
Refracted Struggle	折射的挣扎	1	1	Passives_Abnormality_Refraction4.json
Summon Targets	召唤靶子	1	1	Passives_Abnormality_Refraction5.json
Oxygen Supply	氧气供给	1	1	Passives_Abnormality_Refraction5.json
Oxygen-saturated	氧气饱和状态	1	1	Passives_Abnormality_Refraction5.json
Shattered Ribcage	肋骨破坏	1	1	Passives_Abnormality_Refraction5.json
Ribcage Regeneration	肋骨再生	1	1	Passives_Abnormality_Refraction5.json
Excruciating Suffering	断绝痛苦	1	1	Passives_Abnormality_Refraction5.json
Indulgent Petals	沉溺的花瓣	1	1	Passives_Abnormality_Refraction5.json
Bloodthirsty Stench	残酷的血香	1	1	Passives_Abnormality_Refraction5.json
Refracted Sin	折射的罪孽	1	1	Passives_Abnormality_Refraction5.json
Endless Thirst	无尽的饥渴	1	1	Passives_Abnormality_Refraction5.json
Endless Yearning	无尽的渴望	1	1	Passives_Abnormality_Refraction5.json
Increased Refraction Rate	折射率提升	1	1	Passives_Abnormality_Refraction5.json
Designated Execution	指定射杀	1	1	Passives_Abnormality_Refraction5.json
First Strike Wins	先手必胜	1	1	Passives_Abnormality_Refraction5.json
Time of Forging	锻造的岁月	1	1	Passives_Abnormality_Refraction6.json
Erosion of Kalpas	永劫的侵蚀	1	1	Passives_Abnormality_Refraction6.json
Moment of Entangled Lives	罗生之时	1	1	Passives_Abnormality_Refraction6.json
Life Hanging on a Wedge [一櫼之命]	一楔之命	0	2	Passives_Abnormality_Refraction6.json
The Unreachable Heavens	不可升入之天	1	1	Passives_Abnormality_Refraction6.json
Broken Scale	损坏的鳞	1	1	Passives_Abnormality_Refraction6.json
Broken Skull	受损的头	1	1	Passives_Abnormality_Refraction6.json
Dragon's Vein [龍脈]	龙脉	0	2	Passives_Abnormality_Refraction6.json
The Dragon's Bleeding Vein	流溢的龙脉	1	1	Passives_Abnormality_Refraction6.json
Lofty Energy	孤高的精气	1	1	Passives_Abnormality_Refraction6.json
Refracted Egress	折射的出口	1	1	Passives_Abnormality_Refraction6.json
Return to Origin [物歸原主]	物归原主	0	2	Passives_Abnormality_Refraction6.json
No More Playtime	已然结束的游戏	1	1	Passives_Abnormality_Refraction6.json
Attachment Plushie	依恋的玩偶	1	1	Passives_Abnormality_Refraction6.json
Widening Knowledge	拓展的知识	1	1	Passives_Assist-Cultivation.json
How to Survive	生存之法	1	1	Passives_Assist-Cultivation.json
Apathetic Response	无感情地回应	1	1	Passives_Assist-Cultivation.json
POW Torture Technique	战俘拷问技术	1	1	Passives_Assist-Cultivation.json
The Reassuring Heart	安抚他人的心	1	1	Passives_Assist-Cultivation.json
God of Gamblers	赌神	1	1	Passives_Assist-Cultivation.json
Aiding Stab	援助刺击	1	1	Passives_Assist-a1c8p2.json
Siphoning Fulfillment	呼吸协调	1	1	Passives_Assist-a1c8p2.json
The Yellow Harpoon (named by: Ezra)	蜜黄标枪(命名者：以斯拉)	0	2	Passives_Assist-a1c9p2.json
E.G.O Resonance Boost	E.G.O共鸣度 增加	1	1	Passives_Assist-a1c9p3.json
Dimensional Bag [Ezra]	次元包[以斯拉]	0	2	Passives_Assist-a1c9p3.json
Dismantle Prosthesis	义体解体	1	1	Passives_Assist-a1c9p3.json
Withstand the Smoke	烟霾耐性	1	1	Passives_Assist-a1c9p3.json
In the end, I'm... just like the others?	我也…最终还是和其他人一样吗？	0	2	Passives_Assist-walpu6.json
Ba Jiao Banana Bolus	芭蕉丹丸	1	1	Passives_Assist.json
Easy Breathing	轻松喘息	1	1	Passives_Enemy-a1c5p1.json
Two Sides Of a Coin	硬币的两面	0	2	Passives_Enemy-a1c5p1.json
Ineffable Shape	难以言表的形状	1	1	Passives_Enemy-a1c5p2.json
Crashing Filth	袭来的否定	1	1	Passives_Enemy-a1c5p2.json
Healing Resentment	治愈心结	1	1	Passives_Enemy-a1c5p2.json
Cumulating Organic Material	堆积有机物	1	1	Passives_Enemy-a1c5p2.json
Disintegrating Inorganic Material	分解无机材料	1	1	Passives_Enemy-a1c5p2.json
Intertwined Organic Material	纠缠的有机物	1	1	Passives_Enemy-a1c5p2.json
Scattered Inorganic Material	被破坏的无机材料	1	1	Passives_Enemy-a1c5p2.json
Organic Breathing	有机呼吸	1	1	Passives_Enemy-a1c5p2.json
Organic Hardening	有机硬化	1	1	Passives_Enemy-a1c5p2.json
Little Vengeance	些许仇怨	1	1	Passives_Enemy-a1c5p2.json
Suppressed Pallidification	被抑制的苍白化	1	1	Passives_Enemy-a1c5p3.json
Crashing Pallidification	崩溃的苍白化	1	1	Passives_Enemy-a1c5p3.json
I'll Clean You Up...	好好收拾干净…	1	1	Passives_Enemy-a1c6p1.json
Lenient Rule Fulfillment	散漫的执行	1	1	Passives_Enemy-a1c6p2.json
Natural Style	本色	1	1	Passives_Enemy-a1c6p2.json
Threa...	威…	1	1	Passives_Enemy-a1c6p3.json
Opp... tta	机…了	1	1	Passives_Enemy-a1c6p3.json
Tou...	砰…	1	1	Passives_Enemy-a1c6p3.json
Dir...	被指…	1	1	Passives_Enemy-a1c6p3.json
Pred...	捕…	1	1	Passives_Enemy-a1c6p3.json
Aggressive Hunting Techniques	激进的狩猎技巧	1	1	Passives_Enemy-a1c7p1.json
Anti-Bloodfiend Hammer	对血魔专用锤	1	1	Passives_Enemy-a1c7p1.json
Weakling Mark	弱者印记	1	1	Passives_Enemy-a1c7p1.json
Clumsy Bloodsucking	生疏的吸血	1	1	Passives_Enemy-a1c7p2.json
Festive Mood	庆典的氛围	1	1	Passives_Enemy-a1c7p2.json
Festive Sounds	庆典的声音	1	1	Passives_Enemy-a1c7p2.json
Easy Money	轻松的任务	1	1	Passives_Enemy-a1c8p1.json
Upgradable Training Dummy	升级的训练用木人桩	1	1	Passives_Enemy-a1c8p1.json
Remember the Basics	巩固基本功	1	1	Passives_Enemy-a1c8p1.json
Cursed Spirit Jar	咒鬼之瓮	1	1	Passives_Enemy-a1c8p1.json
Rival Candidate	对家主候选人的牵制	1	1	Passives_Enemy-a1c8p2.json
Charge Circuitry Activation	充能回路发动	1	1	Passives_Enemy-a1c8p2.json
Severe Overload	残酷的过载	1	1	Passives_Enemy-a1c8p2.json
Proliferating Misfortune	转移不祥	1	1	Passives_Enemy-a1c8p2.json
Skilled Talisman Sorcerer	杰出的符术士	1	1	Passives_Enemy-a1c8p2.json
Soul Siphon Technique	吸魂疗法	1	1	Passives_Enemy-a1c8p2.json
Regola Infranta	混乱的纪律	1	1	Passives_Enemy-a1c8p3.json
Tasty Flesh	鲜美血肉	1	1	Passives_Enemy-a1c8p3.json
Mine-omes	是我的那份诺姆	1	1	Passives_Enemy-a1c951.json
The Ring Nursefather's Artwork	环指父辈的作品	1	1	Passives_Enemy-a1c9p1.json
Bonebound Knot	束缚骨骼的结	1	1	Passives_Enemy-a1c9p1.json
I Spy an Opportunity	时机洞察	1	1	Passives_Enemy-cultivation.json
Snake Deathvenom	极蛇毒	1	1	Passives_Enemy-cultivation.json
Fruits of Education	教学的成果	1	1	Passives_Enemy-cultivation.json
A Breath Taken Together	共同呼吸过的气息	1	1	Passives_Enemy-exme.json
Dipped Blade	浸染之剑	1	1	Passives_Enemy-pilgrimage.json
Abyssal Worship	深海崇拜	1	1	Passives_Enemy-pilgrimage.json
Survival Reflexes	生存反射	1	1	Passives_Enemy-pilgrimage.json
In-depth Cognition	深度认知	1	1	Passives_Enemy-pilgrimage.json
Propagatory Instinct	扩张本能	1	1	Passives_Enemy-pilgrimage.json
Debris Removal	残骸清除	1	1	Passives_Enemy-pilgrimage.json
Collective Achievement	大家的成果	1	1	Passives_Enemy-tkt.json
Emergency Time Loan	时间紧急贷款	1	1	Passives_Enemy-tkt.json
Ready to Borrow Time	准备时间租赁	1	1	Passives_Enemy-tkt.json
Golden Time II	黄金时间 II	1	1	Passives_Enemy-tkt.json
Time Recoil II	时间反冲 II	1	1	Passives_Enemy-tkt.json
Alacritous Expression	敏捷表现	1	1	Passives_Enemy-twth.json
Internal Combustion Engine Malfunction	内燃机故障	1	1	Passives_Enemy-walpu5.json
Hollowed Chicken	空空的鸡	1	1	Passives_Enemy-x1p1c1.json
Verminous Body	虫的肉体	1	1	Passives_Enemy.json
Nutritive Reinforcements	补充养分	1	1	Passives_Enemy.json
Injured Augmentation	负伤的强化肉体	1	1	Passives_Enemy.json
Corroded Augmentation	被侵蚀的强化肉体	1	1	Passives_Enemy.json
Se Acabó la Fiesta	派对结束	0	2	Passives_Enemy.json
Hammer of the One Who Grips	执柄者之锤	0	2	Passives_Enemy.json
Mechanical Mentality	机械精神	1	1	Passives_Enemy.json
Damageable Disuniter	破裂功能受损	1	1	Passives_Enemy.json
Damageable Thumper	震颤功能受损	1	1	Passives_Enemy.json
Overheating Attack Function	攻击功能过热	1	1	Passives_Enemy.json
Breakable Disuniter	破裂功能完全受损	1	1	Passives_Enemy.json
Breakable Thumper	震颤功能完全受损	1	1	Passives_Enemy.json
Spanner Up	扳手启动	1	1	Passives_Enemy.json
Guess I'm the Last	就剩我了吗	1	1	Passives_Enemy.json
Entangling Curse Talisman	绞缠的咒符	1	1	Passives_Enemy.json
Multiplying Curse Talisman	增殖的咒符	1	1	Passives_Enemy.json
Encroaching Curse Talisman	侵蚀的咒符	1	1	Passives_Enemy.json
Terror Device	恐怖装置	1	1	Passives_Enemy.json
Emergency Ampule Overdose	紧急安瓿过量	1	1	Passives_Enemy.json
The Red Aura	猩红气场	1	1	Passives_fools.json
Fully heal selected Identity	所选人格的体力完全恢复	1	1	RailwayDungeonBuff.json
Cycle #1: Curse-Servitude-Rainfall	第1巡回：诅咒-奴役-落雨	0	2	RailwayDungeonNode1002.json
Cycle #2: Curse-Odd Stench-Exploitation-Servitude	第2巡回：诅咒-异味-榨取-奴役	0	2	RailwayDungeonNode1002.json
Cycle #3: Curse-Arrears-Odd Stench-Rainfall	第3巡回：诅咒-滞纳-异味-落雨	0	2	RailwayDungeonNode1002.json
Cycle #4: Curse-Lure-Odd Stench-Arrears-Cycle	第4巡回：诅咒-引诱-异味-滞纳-巡回	0	2	RailwayDungeonNode1002.json
Station #4: Arrears	第4站：滞纳	0	2	RailwayDungeonNode2.json
Station #7: Odd Stench	第7站：异味	0	2	RailwayDungeonNode2.json
Section #1 : Banquet/Well Basin/Twisted	第1区段：宴会-井底-歪曲	0	2	RailwayDungeonNode4.json
Station #4 : Interlude	第4站：幕间休息	0	2	RailwayDungeonNode4.json
Section #2 : Chiseling/Cloudbrume/Boneflesh	第2区段：锤钉-云雾-骨肉	0	2	RailwayDungeonNode4.json
Station #8 : Interlude	第8站：幕间休息	0	2	RailwayDungeonNode4.json
Section #3 : Forgery/Dreaming	第3区段：赝作-梦想	0	2	RailwayDungeonNode4.json
Station #11 : Interlude	第11站：幕间休息	0	2	RailwayDungeonNode4.json
Section #4 : Adamantine Wall/Feast	第4区段：难关-盛宴	0	2	RailwayDungeonNode4.json
Section #1 : Attachment/Hunt/Fountainhead/Misting	第1区段：依恋-狩猎-源头-喷雾	0	2	RailwayDungeonNode5.json
Section #2 : Ironstrike/Rampage/Oblivion	第2区段：击锤-狂奔-忘却	0	2	RailwayDungeonNode5.json
Section #3 : Motherhood/Treason/Blood Sin/Yearning	第3区段：母性-反叛-血罪-渴望	0	2	RailwayDungeonNode5.json
Section #1 : Weighing of Robes	第1区段：悬衣	0	2	RailwayDungeonNode6.json
Section #2 : Tarnishing	第2区段：染污	0	2	RailwayDungeonNode6.json
Section #3 : Heart of Innocence - Face of Things	第3区段：童心-现象	0	2	RailwayDungeonNode6.json
Section #4 : Tangled Knots - Drowning Desire - Blind Folly	第4区段：盘错-沉溺-蒙昧	0	2	RailwayDungeonNode6.json
Section #5 : Advent	第5区段：到来	0	2	RailwayDungeonNode6.json
Station Data	站点信息	1	1	RailwayDungeonUI.json
No rewards to claim.	没有可领取的奖励。	1	1	RailwayDungeonUI.json
Refraction Railway - Clear Station {0}	折射轨道 - 清剿第{0}站后	0	2	RailwayDungeonUI.json
Line Diagram	线路运行图	1	1	RailwayDungeonUI.json
Line Info	线路情报	1	1	RailwayDungeonUI.json
Line Closure	行程结束	1	1	RailwayDungeonUI.json
Final Cycle Count	累计清剿巡回数	1	1	RailwayDungeonUI.json
Record Date	记录日期	1	1	RailwayDungeonUI.json
Completed Cycle Count	已完成巡回数	1	1	RailwayDungeonUI_1002.json
Clear the Terminus	通过终点站时	1	1	RailwayDungeonUI_1002.json
Clear Refraction Railway Line 2 BokGak	通过折射轨道2号线 复刻	0	2	RailwayDungeonUI_1002.json
Clear Refraction Railway Line 1 BokGak	通过折射轨道1号线 复刻	0	2	RailwayDungeonUI_1002.json
Clear Refraction Railway Line 6	通过折射轨道6号线	0	2	RailwayDungeonUI_1002.json
No Recoverable ID	没有可以恢复的人格	1	1	RailwayDungeonUI_2.json
No Revivable ID	没有可以复活的人格	1	1	RailwayDungeonUI_2.json
No active Buffs.	尚未持有任何BUFF。	1	1	RailwayDungeonUI_2.json
Buff Status	BUFF现状	1	1	RailwayDungeonUI_2.json
Fixed Choice	固定选择	1	1	RailwayDungeonUI_2.json
Select Ally Buff	选择友方BUFF	1	1	RailwayDungeonUI_2.json
Select Enemy Buff	选择敌方BUFF	1	1	RailwayDungeonUI_2.json
Select Identity to Revive	选择需要复活的人格	1	1	RailwayDungeonUI_2.json
Return to state immediately before entering this stage?	是否回到进入目前关卡前的时刻？	0	2	RailwayDungeonUI_2.json
Fixed Enemy Buffs	固定敌方BUFF	1	1	RailwayDungeonUI_2.json
Pass Station	途经站	1	1	RailwayDungeonUI_2.json
HP and SP have been restored.	体力与理智值已恢复。	0	2	RailwayDungeonUI_3.json
- Identities : Uptie Tier 4, Level 45	- 人格：同步 4阶段，45级	0	2	RailwayDungeonUI_4.json
Remaining Resources	剩余E.G.O资源	1	1	RailwayDungeonUI_5.json
Clear Canto VII	通过第7章	1	1	RailwayDungeonUI_5.json
{0} Resistance + 0.25	{0}抗性+0.25	0	2	RailwayDungeonUI_6.json
COLLABORATION - LIMITED	联动限定	0	2	SeasonTitle.json
The Club 2	会所 2	1	1	StageNode-a1c5p1.json
The Club 3	会所 3	1	1	StageNode-a1c5p1.json
The First Mate 2	大副 2	1	1	StageNode-a1c5p1.json
Shipping Containers 2	集装箱 2	1	1	StageNode-a1c5p1.json
Mr. Pilot 2	皮利托 2	1	1	StageNode-a1c5p1.json
Pirates 2	海盗 2	1	1	StageNode-a1c5p1.json
The Waves 2	浪潮 2	1	1	StageNode-a1c5p1.json
Cruise Party 2	游轮宴会 2	1	1	StageNode-a1c5p2.json
Cruise Party 3	游轮宴会 3	1	1	StageNode-a1c5p2.json
Cruise Party 4	游轮宴会 4	1	1	StageNode-a1c5p2.json
The Big Brother 2	幼兄 2	1	1	StageNode-a1c5p2.json
The Pallid Whale 2	白鲸 2	1	1	StageNode-a1c5p2.json
There's no TIME 2	没时间了 2	1	1	StageNode-a1c6p1.json
A Warm Reception	热情欢迎	1	1	StageNode-a1c6p1.json
The Corridor 2	走廊 2	1	1	StageNode-a1c6p1.json
The Corridor 3	走廊 3	1	1	StageNode-a1c6p1.json
The Dead Rabbits 2	死兔帮 2	1	1	StageNode-a1c6p1.json
The Diary 2	日记本 2	1	1	StageNode-a1c6p1.json
Abyssal Basement 2	深邃的地下室 2	1	1	StageNode-a1c6p2.json
Imitations 2	赝品 2	1	1	StageNode-a1c6p2.json
Imitations 3	赝品 3	1	1	StageNode-a1c6p2.json
Nostalgic Face	令人怀念的面容	1	1	StageNode-a1c6p2.json
Imitations 4	赝品 4	1	1	StageNode-a1c6p2.json
The Wild Hunt 2	狂猎 2	1	1	StageNode-a1c6p3.json
The Wild Hunt 3	狂猎 3	1	1	StageNode-a1c6p3.json
The Tale of a Great Fixer Who Once Reached for The Dream	伟大的收尾人追求梦想的故事	0	2	StageNode-a1c7p3.json
Disruption 2	妨碍2	1	1	StageNode-a1c8p1.json
Declaration of Participation	宣言参加	1	1	StageNode-a1c8p1.json
Night Ambush 2	夜袭2	1	1	StageNode-a1c8p1.json
Momentary Power Vacuum	刹那的空位	1	1	StageNode-a1c8p3.json
Justice of Others	他人的正义	1	1	StageNode-a1c8p3.json
The Second Battlefield	再临战场	1	1	StageNode-a1c8p3.json
Those Who Do Not Decide	不做判断之人	0	2	StageNode-a1c8p3.json
Ambush in the Dark	暗中袭击	1	1	StageNode-a1c9p1.json
Paradox of the Spiral	螺旋悖论	1	1	StageNode-a1c9p1.json
A Distinct Objective	推断目标	1	1	StageNode-a1c9p1.json
Sanguine Artistry	鲜红艺术	1	1	StageNode-a1c9p1.json
Children 2	孩子 2	1	1	StageNode-a1c9p2.json
New Hires 2	新员工 2	1	1	StageNode-a1c9p2.json
Shock Centipede 2	电击蜈蚣 2	1	1	StageNode-a1c9p2.json
The Contract 2	契约 2	1	1	StageNode-a1c9p2.json
The Contract 3	契约 3	1	1	StageNode-a1c9p2.json
A Beautiful Hue of Teal	美丽的青光	0	2	StageNode-a1c9p2.json
The Bus Deck	巴士平层	1	1	StageNode1-1.json
Branch D-02	D-02支部	1	1	StageNode1-1.json
Let That S.Y.N.C. In	折·脖 2	1	1	StageNode1-2.json
An Overstayed Welcome	热烈欢迎 2	1	1	StageNode1-2.json
Branch J-03	J-03支部	1	1	StageNode1-2.json
Verboten	禁忌 2	1	1	StageNode1-3.json
The Deal They Struck	他们达成的交易	1	1	StageNode1-3.json
Inquisitors 2	异端审判官 2	1	1	StageNode1-3.json
Inquisitors 3	异端审判官 3	1	1	StageNode1-3.json
Scheiterhaufen	篝火 2	1	1	StageNode1-3.json
Branch K-02	K-02支部	1	1	StageNode1-3.json
Talent and Genius	人才与天才	1	1	StageNode1-4.json
Drones and Abnormalities 2	无人机与异想体 2	1	1	StageNode1-4.json
Drones and Abnormalities 3	无人机与异想体 3	1	1	StageNode1-4.json
Terrorist Organization 2	恐怖组织 2	1	1	StageNode1-4.json
Decay Ampules 2	崩解安瓿 2	1	1	StageNode1-4.json
Decay Ampules 3	崩解安瓿 3	1	1	StageNode1-4.json
Best Employee 2	最优秀的员工 2	1	1	StageNode1-4.json
Best Employee 3	最优秀的员工 3	1	1	StageNode1-4.json
Traitor 2	叛徒 2	1	1	StageNode1-4.json
Traitor 3	叛徒 3	1	1	StageNode1-4.json
Traitor 4	叛徒 4	1	1	StageNode1-4.json
Traitor 5	叛徒 5	1	1	StageNode1-4.json
A Red Line	一条红线	1	1	StageNode1-4.json
Seized 2	抢夺 2	1	1	StageNode1-4.json
