# en	cn	source	id
Pulsating Arms	血脉搏动的手臂	Passives_Abnormality.json	802401
Damaged Arms	受损的手臂	Passives_Abnormality.json	802402
Regenerating Shell	修复躯壳	Passives_Abnormality.json	802403
Frantic Eyes	狂乱的双眼	Passives_Abnormality.json	802404
Amplified Aggression	膨胀的攻击性	Passives_Abnormality.json	802501
Shimmering Rage	荡漾的暴怒	Passives_Abnormality.json	802503
Molt	脱皮	Passives_Abnormality.json	802802
Pained Writhing	痛苦蠕动	Passives_Abnormality.json	802803
Wriggling Instincts	蠢蠢欲动的本能	Passives_Abnormality.json	802804
Severed Arm	被切断的手臂	Passives_Abnormality.json	803302
You Must Accept the Pain!	接受痛苦吧！	Passives_Abnormality.json	802903
Bliss of Execution	处刑的欢愉	Passives_Abnormality.json	802904
Overflowing Ecstasy	满溢而出的狂喜	Passives_Abnormality.json	803001
Blooming Purity	绽放的纯粹	Passives_Abnormality.json	803002
Flawless Flesh	无瑕的肉身	Passives_Abnormality.json	803003
Boiling Blood	鲜血沸腾	Passives_Abnormality.json	803103
Breaking Pieces	破裂的碎片	Passives_Abnormality.json	803203
Inconsolable Sorrow	无法自拔的悲伤	Passives_Abnormality.json	804102
Taken by the Horns	无力化	Passives_Abnormality.json	804103
Downed by the Horns	完全无力化	Passives_Abnormality.json	804104
Living Nerves	鲜活的神经	Passives_Abnormality.json	804501
Motioning Nerves	活动的神经	Passives_Abnormality.json	804502
Broken Umbrella	损坏的伞	Passives_Abnormality.json	804601
Ragged Umbrella	磨损殆尽的伞	Passives_Abnormality.json	804602
Last Struggle	最后的挣扎	Passives_Abnormality.json	804603
Spreading Ember	蔓延的火种	Passives_Abnormality.json	804701
Broken Means	损坏的手段	Passives_Abnormality.json	804702
Booze Makes You Hicc!	醉意令人打嗝！	Passives_Abnormality.json	804801
Stimulating Smell, Isn't It?	香气四溢吧？	Passives_Abnormality.json	804802
Old and Abandoned	被舍弃的旧伞	Passives_Abnormality.json	805201
Perilous Mind	岌岌可危的精神	Passives_Abnormality.json	804301
Determination	决意	Passives_Abnormality.json	804304
Lobotomy E.G.O	脑叶公司E.G.O	Passives_Abnormality.json	804305
Walled Heart	封闭的心	Passives_Abnormality.json	805301
Into Full Bloom	绽放	Passives_Abnormality.json	804401
Flowering Mind	盛开的内心	Passives_Abnormality.json	804402
Cost of Blooming	开花的代价	Passives_Abnormality.json	804404
Growing Flower	茁壮成长的花	Passives_Abnormality.json	805401
나오면 안되는 텍스트 (번역 x)	不该出现的文本(翻译 x)	Passives_Abnormality.json	804901
Self Destruction	自我破坏	Passives_Abnormality.json	804903
Self Salvation	自我救赎	Passives_Abnormality.json	804904
Toward the Ideal	向着理想	Passives_Abnormality.json	805001
Price of Neglect	背道而驰的代价	Passives_Abnormality.json	805004
Bitter Smile	苦笑	Passives_Abnormality.json	805005
Inefficient Judgement	低效的判断	Passives_Abnormality.json	805006
Exhausting Endeavor	体力耗尽	Passives_Abnormality.json	805007
Exposed Base	露出的根系	Passives_Abnormality.json	805802
Spare Lure	额外的饵料	Passives_Abnormality.json	805803
Discovered Weakness	暴露的弱点	Passives_Abnormality.json	805804
Connected Weakness	相连的弱点	Passives_Abnormality.json	805805
Manufactured Respite	稍作休息	Passives_Abnormality.json	805901
Lost Means	丢失的手段	Passives_Abnormality.json	805902
Damaged Shade	受损的绿荫	Passives_Abnormality.json	805903
Contaminating Leaf	污染的叶子	Passives_Abnormality.json	806201
Momentary Satiation	片刻的饕足	Passives_Abnormality.json	826301
Ravening Hunger	饥饿狂暴	Passives_Abnormality.json	826302
Torn Arm	被撕裂的手臂	Passives_Abnormality.json	826303
Invitation to a Meal	就餐邀请	Passives_Abnormality.json	826304
Empty Belly	空腹	Passives_Abnormality.json	826501
Care	悉心照料	Passives_Abnormality.json	826401
Keep It Fresh	保鲜	Passives_Abnormality.json	826402
The Queen's Defenders	女王护卫	Passives_Abnormality.json	124501
Ferocious Acidic Crust	凶恶的酸性甲壳	Passives_Abnormality91-4.json	806301
Stolen Rupturing Shell	偷来的破裂外壳	Passives_Abnormality91-4.json	806302
A Crab-eat-crab World	自相蟹肉	Passives_Abnormality91-4.json	806304
Looming Presence	巨物尊容	Passives_Abnormality91-4.json	806305
Reminisced Augmentation	深入记忆的强化肉体	Passives_Abnormality_Refraction.json	850101
Gloomy Noises	忧郁之声	Passives_Abnormality_Refraction.json	851001
Blue Resin	蓝色黏液	Passives_Abnormality_Refraction.json	851002
Septic Weakness	溃烂的弱点	Passives_Abnormality_Refraction.json	851003
Initiating Town Tour	小镇参观活动开始	Passives_Abnormality_Refraction.json	851901
Damage Detected!	检测到破损！	Passives_Abnormality_Refraction.json	852001
Overload	过载	Passives_Abnormality_Refraction.json	852101
Overloaded HP Bullet	过载HP弹	Passives_Abnormality_Refraction.json	852301
ANIKSHANA	不该出现的文本	Passives_Abnormality_Refraction.json	852702
Anatman	无我	Passives_Abnormality_Refraction.json	852704
Nirmāna	变	Passives_Abnormality_Refraction.json	852705
THREE WISE TEXTS	不该出现的文本	Passives_Abnormality_Refraction.json	852706
Bhaishajya	修复	Passives_Abnormality_Refraction.json	852707
HP Ampule Injection	注射HP安瓿	Passives_Abnormality_Refraction.json	852102
Hora de Fiesta	派对时间	Passives_Abnormality_Refraction1BokGak.json	950901
Noble be Thy Sacrifice	高贵的牺牲在此	Passives_Abnormality_Refraction1BokGak.json	951701
Thou Shalt Hammer	汝当锤	Passives_Abnormality_Refraction1BokGak.json	951703
HP Bullets	HP弹	Passives_Abnormality_Refraction1BokGak.json	952401
Vain Heart	虚荣的心	Passives_Abnormality_Refraction2.json	853904
Refracted Rupture and Sinking	折射的破裂与沉沦	Passives_Abnormality_Refraction2.json	853905
Apply Refracted Bleed	施加折射的流血	Passives_Abnormality_Refraction2.json	853906
Deteriorated Persistence	衰退的生命力	Passives_Abnormality_Refraction2.json	854101
Solid Exoskeleton	坚硬的甲壳	Passives_Abnormality_Refraction2.json	854102
Refracted Bleed and Tremor	折射的流血与震颤	Passives_Abnormality_Refraction2.json	854103
Mitosis	细胞分裂	Passives_Abnormality_Refraction2.json	854201
Enticing Fairy Wine	诱人的精灵酒	Passives_Abnormality_Refraction2.json	854202
Apply Refracted Rupture	施加折射的破裂	Passives_Abnormality_Refraction2.json	854204
Apply Refracted Sinking	施加折射的沉沦	Passives_Abnormality_Refraction2.json	854402
Refracted Burn and Rupture	折射的烧伤与破裂	Passives_Abnormality_Refraction2.json	855004
Apply Refracted Tremor	施加折射的震颤	Passives_Abnormality_Refraction2.json	855005
Golden Time	黄金时间	Passives_Abnormality_Refraction2.json	855101
Time Reversion Retroaction	时间逆行反冲	Passives_Abnormality_Refraction2.json	855102
Apply Refracted Burn	施加折射的烧伤	Passives_Abnormality_Refraction2.json	855105
Refracted Burn and Bleed	折射的烧伤与流血	Passives_Abnormality_Refraction2.json	855504
Overlapping Past	重叠的过去	Passives_Abnormality_Refraction2.json	855507
Eternal Yoke	永远的枷锁	Passives_Abnormality_Refraction2.json	855601
Broken Sign	损坏的告示牌	Passives_Abnormality_Refraction2.json	855602
Scattered Flesh	四散的肉块	Passives_Abnormality_Refraction2.json	855603
Singular Vine	汇为一体的藤蔓	Passives_Abnormality_Refraction2.json	855604
Blossoming Sins	盛放的罪孽	Passives_Abnormality_Refraction2.json	856403
Rose on a Vine	绽于藤蔓的玫瑰	Passives_Abnormality_Refraction2.json	856405
One-sided Desire	单方面的欲望	Passives_Abnormality_Refraction2.json	856501
Shimmering Lust	摇曳的色欲	Passives_Abnormality_Refraction2.json	856503
Powerless	无力	Passives_Abnormality_Refraction2.json	856601
Yellow Rose 2	黄色玫瑰2	Passives_Abnormality_Refraction2.json	856602
Crushing Sloth	粉碎的怠惰	Passives_Abnormality_Refraction2.json	856603
Yellow Rose 4	黄色玫瑰4	Passives_Abnormality_Refraction2.json	856604
Green Rose 2	绿色玫瑰2	Passives_Abnormality_Refraction2.json	856702
Growing Gluttony	滋生的暴食	Passives_Abnormality_Refraction2.json	856703
Green Rose 4	绿色玫瑰4	Passives_Abnormality_Refraction2.json	856704
Anxiety	不安	Passives_Abnormality_Refraction2.json	856801
Blue Rose 3	蓝色玫瑰3	Passives_Abnormality_Refraction2.json	856803
Shimmering Gloom	摇曳的忧郁	Passives_Abnormality_Refraction2.json	856804
Blue Rose 5	蓝色玫瑰5	Passives_Abnormality_Refraction2.json	856805
Superiority	优越感	Passives_Abnormality_Refraction2.json	856902
Azure Rose 3	靛色玫瑰3	Passives_Abnormality_Refraction2.json	856903
Overinflated Pride	膨胀的傲慢	Passives_Abnormality_Refraction2.json	856904
Azure Rose 5	靛色玫瑰5	Passives_Abnormality_Refraction2.json	856905
Jealousness	猜疑	Passives_Abnormality_Refraction2.json	857001
Purple Rose 3	紫色玫瑰3	Passives_Abnormality_Refraction2.json	857003
Glaring Envy	刺眼的嫉妒	Passives_Abnormality_Refraction2.json	857004
Purple Rose 5	紫色玫瑰5	Passives_Abnormality_Refraction2.json	857005
Sin-drenched Brambles	罪孽缠身的荆棘	Passives_Abnormality_Refraction2.json	855607
Binding Roots	纠缠的根	Passives_Abnormality_Refraction3.json	857802
To be Drenched in Blood	以血浸染	Passives_Abnormality_Refraction3.json	857804
Gossypium Planting	种植棉花	Passives_Abnormality_Refraction3.json	857805
Flowering Gossypium	盛开的棉花	Passives_Abnormality_Refraction3.json	857806
Contempt and Gaze	轻蔑与视线	Passives_Abnormality_Refraction3.json	858501
Crushing Grasp	粉碎之掌	Passives_Abnormality_Refraction3.json	858503
Compounded Contempt	附加的轻蔑	Passives_Abnormality_Refraction3.json	858504
Penetrated Gaze	贯穿的视线	Passives_Abnormality_Refraction3.json	858505
Rescue	解救	Passives_Abnormality_Refraction3.json	860402
Connected Hurt	连结的痛楚	Passives_Abnormality_Refraction3.json	858601
Portrait Afterimage Sighting	目击肖像残影	Passives_Abnormality_Refraction4.json	860501
Throwing Out the Interloper	赶走不速之客	Passives_Abnormality_Refraction4.json	860502
Interloper Hunt	狩猎不速之客	Passives_Abnormality_Refraction4.json	860503
Ooh, Dear Master...	啊啊，主人…	Passives_Abnormality_Refraction4.json	860507
You Must Be the Interloper's Family?	你也是不速之客吗？	Passives_Abnormality_Refraction4.json	860505
Peering Gaze	追随的目光	Passives_Abnormality_Refraction4.json	860601
A Familiar Connector	熟悉的插头	Passives_Abnormality_Refraction4.json	860801
Overcurrent	过流	Passives_Abnormality_Refraction4.json	860802
Want to be Free	渴望自由	Passives_Abnormality_Refraction4.json	860803
Detached Anti-Ovine Grounding Plug	断开的对羊接地插头	Passives_Abnormality_Refraction4.json	862802
Safety Plug	安全插头	Passives_Abnormality_Refraction4.json	862803
Prelude of the Banquet	宴会开幕	Passives_Abnormality_Refraction4.json	862901
Closing of the Banquet	宴会闭幕	Passives_Abnormality_Refraction4.json	862902
Snapping Bandages	崩裂的绷带	Passives_Abnormality_Refraction4.json	862904
Retainer of the King in Binds	受缚之王的仆从	Passives_Abnormality_Refraction4.json	828001
LOOK AWAY!	不该出现的文本	Passives_Abnormality_Refraction4.json	828003
Refracted Struggle	折射的挣扎	Passives_Abnormality_Refraction4.json	860506
Refracted Mind	折射的意志	Passives_Abnormality_Refraction4.json	828005
Melee Combat	近身战	Passives_Abnormality_Refraction5.json	863001
Summon Targets	召唤靶子	Passives_Abnormality_Refraction5.json	863003
Oxygen Supply	氧气供给	Passives_Abnormality_Refraction5.json	863201
Deep Breath	深呼吸	Passives_Abnormality_Refraction5.json	863202
Oxygen-saturated	氧气饱和状态	Passives_Abnormality_Refraction5.json	863203
Shattered Ribcage	肋骨破坏	Passives_Abnormality_Refraction5.json	863204
Ribcage Regeneration	肋骨再生	Passives_Abnormality_Refraction5.json	863205
Excruciating Suffering	断绝痛苦	Passives_Abnormality_Refraction5.json	863206
Anguished Screaming	尖啸	Passives_Abnormality_Refraction5.json	863207
After Effect	后遗症	Passives_Abnormality_Refraction5.json	863208
Indulgent Petals	沉溺的花瓣	Passives_Abnormality_Refraction5.json	863301
Yearning	渴望	Passives_Abnormality_Refraction5.json	863303
Bloodthirsty Stench	残酷的血香	Passives_Abnormality_Refraction5.json	863304
Refracted Sin	折射的罪孽	Passives_Abnormality_Refraction5.json	863305
Sharp Thorn	锋利的荆棘	Passives_Abnormality_Refraction5.json	863306
Endless Thirst	无尽的饥渴	Passives_Abnormality_Refraction5.json	863307
Endless Yearning	无尽的渴望	Passives_Abnormality_Refraction5.json	863308
Increased Refraction Rate	折射率提升	Passives_Abnormality_Refraction5.json	863309
Designated Execution	指定射杀	Passives_Abnormality_Refraction5.json	863101
First Strike Wins	先手必胜	Passives_Abnormality_Refraction5.json	863102
Not Me	不是我	Passives_Abnormality_Refraction5.json	863103
Quickening of the Unborn	胎动	Passives_Abnormality_Refraction6.json	956301
Eclosion - Life That Was	羽化-前生	Passives_Abnormality_Refraction6.json	956401
Time of Forging	锻造的岁月	Passives_Abnormality_Refraction6.json	956402
Eclosion - Life That Is	羽化-今生	Passives_Abnormality_Refraction6.json	956501
Kṣaṇa of Circumvolution	刹那之一巡	Passives_Abnormality_Refraction6.json	956502
Eclosion - Life That Will Be	羽化-来生	Passives_Abnormality_Refraction6.json	956601
Erosion of Kalpas	永劫的侵蚀	Passives_Abnormality_Refraction6.json	956602
Past [過去]	过去	Passives_Abnormality_Refraction6.json	9567010
Present [現在]	现在	Passives_Abnormality_Refraction6.json	9567020
Future [未來]	未来	Passives_Abnormality_Refraction6.json	9567030
Moment of Entangled Lives	罗生之时	Passives_Abnormality_Refraction6.json	956705
Life Hanging on a Wedge [一櫼之命]	一楔之命	Passives_Abnormality_Refraction6.json	956801
Thundering Wrath [震怒]	震怒	Passives_Abnormality_Refraction6.json	956802
Dragon's Scale	龙鳞	Passives_Abnormality_Refraction6.json	956804
The Unreachable Heavens	不可升入之天	Passives_Abnormality_Refraction6.json	956805
Tarnished Body	污秽之躯	Passives_Abnormality_Refraction6.json	956901
Broken Scale	损坏的鳞	Passives_Abnormality_Refraction6.json	956903
Broken Skull	受损的头	Passives_Abnormality_Refraction6.json	956904
Erumpent Flower-burying Efflorescence [梅花滿開]	梅花盛开	Passives_Abnormality_Refraction6.json	956907
Dragon's Vein [龍脈]	龙脉	Passives_Abnormality_Refraction6.json	957001
The Dragon's Bleeding Vein	流溢的龙脉	Passives_Abnormality_Refraction6.json	957002
One Last Radiance [回光返照]	回光返照	Passives_Abnormality_Refraction6.json	957003
Lofty Energy	孤高的精气	Passives_Abnormality_Refraction6.json	957004
Refracted Egress	折射的出口	Passives_Abnormality_Refraction6.json	957006
Return to Origin [物歸原主]	物归原主	Passives_Abnormality_Refraction6.json	957101
Let's Play Tag! Here I Go!	鬼抓人开始咯	Passives_Abnormality_Refraction6.json	955601
Will You Play? Will You Play? Will You Play?	来玩吗？来玩吗？来玩吗？	Passives_Abnormality_Refraction6.json	955602
No More Playtime	已然结束的游戏	Passives_Abnormality_Refraction6.json	955603
Attachment Plushie	依恋的玩偶	Passives_Abnormality_Refraction6.json	955604
The Past - Segmentation [分節]	过去-分节	Passives_Abnormality_Refraction6.json	957201
The Past - Origination [緣起]	过去-缘起	Passives_Abnormality_Refraction6.json	957202
The Present - Segmentation [分節]	现在-分节	Passives_Abnormality_Refraction6.json	957301
The Present - Origination [緣起]	现在-缘起	Passives_Abnormality_Refraction6.json	957302
The Future - Segmentation [分節]	未来-分节	Passives_Abnormality_Refraction6.json	957401
The Future - Origination [緣起]	未来-缘起	Passives_Abnormality_Refraction6.json	957402
The Inner Self	内在的自我	Passives_Assist-Cultivation.json	940000501
Widening Knowledge	拓展的知识	Passives_Assist-Cultivation.json	940000502
Spirit of Fixers	收尾人精神	Passives_Assist-Cultivation.json	940000503
The Tianya Sword	天涯剑	Passives_Assist-Cultivation.json	940000504
How to Prepare for War	备战之法	Passives_Assist-Cultivation.json	940000505
How to Survive	生存之法	Passives_Assist-Cultivation.json	940000506
Apathetic Response	无感情地回应	Passives_Assist-Cultivation.json	940000507
POW Torture Technique	战俘拷问技术	Passives_Assist-Cultivation.json	940000508
The Reassuring Heart	安抚他人的心	Passives_Assist-Cultivation.json	940000509
God of Gamblers	赌神	Passives_Assist-Cultivation.json	940000510
My Bestie and a Rival	最佳拍档兼宿敌	Passives_Assist-Cultivation.json	940000511
The Hierarch of Hongyuan	鸿园的家主	Passives_Assist-Cultivation.json	940000512
Jin Gang Bolus	金刚丹丸	Passives_Assist-Cultivation.json	940000516
Paired Assault	勠力	Passives_Assist-a1c8p2.json	40000201
Aiding Stab	援助刺击	Passives_Assist-a1c8p2.json	40000202
Siphoning Fulfillment	呼吸协调	Passives_Assist-a1c8p2.json	40000203
The Yellow Harpoon (named by: Ezra)	蜜黄标枪(命名者：以斯拉)	Passives_Assist-a1c9p2.json	40000601
Gungnir	冈格尼尔	Passives_Assist-a1c9p2.json	40000602
The Last Resort	最后的手段	Passives_Assist-a1c9p3.json	40000701
E.G.O Resonance Boost	E.G.O共鸣度 增加	Passives_Assist-a1c9p3.json	40000704
Like a Moth to a Flame	如同飞蛾扑火	Passives_Assist-a1c9p3.json	40000705
Fate Lost	偏离命运	Passives_Assist-a1c9p3.json	40000706
Its Eyes Have Watched Over the Entire Black Forest	其目一直注视着整个黑森林	Passives_Assist-a1c9p3.json	40000805
The Wasp of the Distortion Detective Office	扭曲侦探事务所的胡蜂	Passives_Assist-a1c9p3.json	40000902
Deep Contemplation	深深思索	Passives_Assist-a1c9p3.json	40001001
Crimson Point	红点	Passives_Assist-a1c9p3.json	40001002
Dimensional Bag [Ezra]	次元包[以斯拉]	Passives_Assist-a1c9p3.json	40001101
Detecti—I mean, Team Leader! We've Got Your Back!	侦探…！不…队长，请相信我们！	Passives_Assist-a1c9p3.json	40001102
Blood Barrier	血幕	Passives_Assist-a1c9p3.json	40001204
Effloresced E.G.O::Lavacrum Sanguinis	绽放E.G.O::血之洗礼	Passives_Assist-a1c9p3.json	40001206
The Guide	向导	Passives_Assist-a1c9p3.json	40001209
Dismantle Prosthesis	义体解体	Passives_Assist-a1c9p3.json	40001302
Withstand the Smoke	烟霾耐性	Passives_Assist-a1c9p3.json	40001309
Special Airborne Operations Force - Abraxas Chariot	空降特战部队-阿布拉克萨斯战车	Passives_Assist-a1c9p3.json	40001301
Halberd and Bastard Sword	长柄斧与手半剑	Passives_Assist-a1c9p3.json	40001304
Wading Through a Dream, the Self Nowhere to be Found [無我夢中]	无我梦中	Passives_Assist-a1c9p3.json	40001501
Like the Naraka of Avīci and Raurava [阿鼻叫喚]	阿鼻叫唤	Passives_Assist-a1c9p3.json	40001502
Severed and Torn until Even the Form is Undone [支離滅裂]	支离灭裂	Passives_Assist-a1c9p3.json	40001503
Swiftblade	快剑	Passives_Assist-exme.json	40003803
Fugitive	逃亡者	Passives_Assist-exme.json	40004001
Blade Lineage Mentor	剑契组 头领	Passives_Assist-exme.json	40004004
<s>The Middle</s>	<s>中指</s>	Passives_Assist-twth.json	40003702
In the name of Love and Justice~ Here comes Magical Girl!	以爱与正义之名~此时此地，闪亮登场！	Passives_Assist-walpu6.json	40000301
Thanks so much, everyone!	大家，太谢谢你们了！	Passives_Assist-walpu6.json	40000302
In the end, I'm... just like the others?	我也…最终还是和其他人一样吗？	Passives_Assist-walpu6.json	40000303
Power of Love and Justice	爱与正义之力	Passives_Assist-walpu6.json	40000304
Bursting Strike, Breathing Siphon	破伤吸还	Passives_Assist.json	40000101
Ba Jiao Banana Bolus	芭蕉丹丸	Passives_Assist.json	40000102
Cetacean Strand	与鲸相连	Passives_Enemy-a1c5p1.json	9008301
Connected Pain	连结的痛楚	Passives_Enemy-a1c5p1.json	9008302
Easy Breathing	轻松喘息	Passives_Enemy-a1c5p1.json	9008401
Two Sides Of a Coin	硬币的两面	Passives_Enemy-a1c5p1.json	9008402
Ain't That a Prick?	那儿不痛吗？	Passives_Enemy-a1c5p1.json	9008601
To the Front Lines!!	前往前线！！	Passives_Enemy-a1c5p1.json	9008701
No... Get Away From Me!	停下…别过来！	Passives_Enemy-a1c5p1.json	9101202
Huzzah, Men!	好耶！	Passives_Enemy-a1c5p1.json	9101203
What Are You Doing?!	你在搞什么？	Passives_Enemy-a1c5p1.json	9101204
Ineffable Shape	难以言表的形状	Passives_Enemy-a1c5p2.json	9008801
Pallidification	白化	Passives_Enemy-a1c5p2.json	9008901
Crashing Filth	袭来的否定	Passives_Enemy-a1c5p2.json	9008902
Spreading Flames	蔓延的污垢	Passives_Enemy-a1c5p2.json	9008903
Healing Resentment	治愈心结	Passives_Enemy-a1c5p2.json	9009101
Cumulating Organic Material	堆积有机物	Passives_Enemy-a1c5p2.json	9009201
Disintegrating Inorganic Material	分解无机材料	Passives_Enemy-a1c5p2.json	9009202
Intertwined Organic Material	纠缠的有机物	Passives_Enemy-a1c5p2.json	9009301
Scattered Inorganic Material	被破坏的无机材料	Passives_Enemy-a1c5p2.json	9009302
Organic Breathing	有机呼吸	Passives_Enemy-a1c5p2.json	9009401
Organic Hardening	有机硬化	Passives_Enemy-a1c5p2.json	9009501
Little Vengeance	些许仇怨	Passives_Enemy-a1c5p2.json	9009602
Multifold Retribution	加倍奉还	Passives_Enemy-a1c5p2.json	9009603
Domineer	威严	Passives_Enemy-a1c5p2.json	809903
In the World of Bristly	变得蓬乱的头发	Passives_Enemy-a1c5p2.json	809905
Suppressed Pallidification	被抑制的苍白化	Passives_Enemy-a1c5p3.json	9009801
Crashing Pallidification	崩溃的苍白化	Passives_Enemy-a1c5p3.json	9009804
It's... you...	是你…	Passives_Enemy-a1c6p1.json	9011601
...	…	Passives_Enemy-a1c6p1.json	9011801
Cleaning	整顿	Passives_Enemy-a1c6p1.json	9012001
Organizing	整理	Passives_Enemy-a1c6p1.json	9012201
Dead End	瓮中之鳖	Passives_Enemy-a1c6p1.json	9012301
Rat Hunt	猎鼠	Passives_Enemy-a1c6p1.json	9012501
I Will... Do My Best	我会…尽我所能	Passives_Enemy-a1c6p1.json	9012601
Apologies... Mistress!	万分抱歉…夫人！	Passives_Enemy-a1c6p1.json	9012602
I'll Clean You Up...	好好收拾干净…	Passives_Enemy-a1c6p1.json	9101401
Insolent Fool!	何等失礼！	Passives_Enemy-a1c6p1.json	9101402
Will You Witness Me, Mistress?!	夫人，您在看吗？！	Passives_Enemy-a1c6p1.json	9101404
Lenient Rule Fulfillment	散漫的执行	Passives_Enemy-a1c6p2.json	9012801
Bloody Point	血点	Passives_Enemy-a1c6p2.json	9012802
Reinforcements	战力强化	Passives_Enemy-a1c6p2.json	9013001
Natural Style	本色	Passives_Enemy-a1c6p2.json	9013101
Sanguine Pointillism	血点描画	Passives_Enemy-a1c6p2.json	9013102
A Single Point of Art	艺术的一点	Passives_Enemy-a1c6p2.json	9013302
Body Augment - Phys. Boost	肉体强化手术-肉体增强	Passives_Enemy-a1c6p2.json	9101501
Body Augment - Cooldown	肉体强化手术-冷却	Passives_Enemy-a1c6p2.json	9101503
This Can't Be	这不可能	Passives_Enemy-a1c6p2.json	9101504
This Time, I Win...!	这次我赢了…！	Passives_Enemy-a1c6p2.json	9101505
Useless Fools...	没用的东西…	Passives_Enemy-a1c6p2.json	9101604
Spiked Bat	带刺的球棒	Passives_Enemy-a1c6p2.json	9101605
Dead Rabbits Boss?	死兔帮 老大？	Passives_Enemy-a1c6p2.json	9101601
ies...	歉…	Passives_Enemy-a1c6p3.json	9013601
Yo...	除…	Passives_Enemy-a1c6p3.json	9013602
ool...	礼…	Passives_Enemy-a1c6p3.json	9013603
oice...!	叫我…	Passives_Enemy-a1c6p3.json	9013604
Threa...	威…	Passives_Enemy-a1c6p3.json	9013606
Opp... tta	机…了	Passives_Enemy-a1c6p3.json	9013607
Bod... ...st	肉体…增强	Passives_Enemy-a1c6p3.json	9013701
Tou...	砰…	Passives_Enemy-a1c6p3.json	9013804
Hou...	整…	Passives_Enemy-a1c6p3.json	9013801
...erding	逐…	Passives_Enemy-a1c6p3.json	9013802
...rity	…感	Passives_Enemy-a1c6p3.json	817001
Dir...	被指…	Passives_Enemy-a1c6p3.json	817002
Pred...	捕…	Passives_Enemy-a1c6p3.json	817003
...ked	…记	Passives_Enemy-a1c6p3.json	817004
Bloodbag	血袋	Passives_Enemy-a1c7p1.json	9015207
Bloodfiend Hunter	血魔猎人	Passives_Enemy-a1c7p1.json	9015601
Aggressive Hunting Techniques	激进的狩猎技巧	Passives_Enemy-a1c7p1.json	9015602
Anti-Bloodfiend Hammer	对血魔专用锤	Passives_Enemy-a1c7p1.json	9015603
Styptics	止血剂	Passives_Enemy-a1c7p1.json	9015604
Weakling Mark	弱者印记	Passives_Enemy-a1c7p1.json	9016001
The Wicked Caitiffs	恶党	Passives_Enemy-a1c7p1.json	9016002
Bullies	卑鄙	Passives_Enemy-a1c7p1.json	9016003
An Encounter of Moderate Difficulty	不会无聊的战斗	Passives_Enemy-a1c7p1.json	9016101
The Man-eating Bear	连人都吃的熊	Passives_Enemy-a1c7p1.json	9016102
Big & Scary	可怕	Passives_Enemy-a1c7p1.json	9016103
Clumsy Bloodsucking	生疏的吸血	Passives_Enemy-a1c7p2.json	9015801
Festive Mood	庆典的氛围	Passives_Enemy-a1c7p2.json	9017501
Festive Sounds	庆典的声音	Passives_Enemy-a1c7p2.json	9017301
Easy Money	轻松的任务	Passives_Enemy-a1c8p1.json	9020301
oh no	本不该如此	Passives_Enemy-a1c8p1.json	9020302
Training Dummy	训练用木人桩	Passives_Enemy-a1c8p1.json	9020101
Upgradable Training Dummy	升级的训练用木人桩	Passives_Enemy-a1c8p1.json	9020102
Remember the Basics	巩固基本功	Passives_Enemy-a1c8p1.json	9020103
Off-mark Curse	偏离的诅咒	Passives_Enemy-a1c8p1.json	9019501
Jar-haunting Curse	宿于瓮中的诅咒	Passives_Enemy-a1c8p1.json	9019502
Cursed Spirit Jar	咒鬼之瓮	Passives_Enemy-a1c8p1.json	9102202
Target - Jia Baoyu	目标-贾宝玉	Passives_Enemy-a1c8p1.json	9019802
Focusing on Target	逐渐明确的目标	Passives_Enemy-a1c8p1.json	9019803
Mission Progress	执行任务	Passives_Enemy-a1c8p1.json	9020001
Honing in on Target	逐渐明确的目标	Passives_Enemy-a1c8p1.json	9020002
Plastered Training	酩酊修行	Passives_Enemy-a1c8p1.json	9102102
Well, well... Hic. This won't do	哎呀，哎呀…嗝，这可不行	Passives_Enemy-a1c8p1.json	9102103
Clear Target	明确的目标	Passives_Enemy-a1c8p1.json	9102104
Rival Candidate	对家主候选人的牵制	Passives_Enemy-a1c8p2.json	9021001
Shi(史) Family Charge Circuitry	史家制充能回路	Passives_Enemy-a1c8p2.json	9021002
Charge Circuitry Activation	充能回路发动	Passives_Enemy-a1c8p2.json	9021003
Severe Overload	残酷的过载	Passives_Enemy-a1c8p2.json	9021201
Experiment Goal - Maturation	实验目标-成长	Passives_Enemy-a1c8p2.json	9020501
Experiment Goal - Germination	实验目标-发芽	Passives_Enemy-a1c8p2.json	9020601
Experiment Goal - Blossom	实验目标-绽放	Passives_Enemy-a1c8p2.json	9020701
Talisman Sorcerer	符术士	Passives_Enemy-a1c8p2.json	9020801
Proliferating Misfortune	转移不祥	Passives_Enemy-a1c8p2.json	9020802
Skilled Talisman Sorcerer	杰出的符术士	Passives_Enemy-a1c8p2.json	9020901
Soul Siphon Technique	吸魂疗法	Passives_Enemy-a1c8p2.json	9020902
Esecuzione della Regola - Preparation Stage	执行纪律-准备阶段	Passives_Enemy-a1c8p3.json	9021701
Esecuzione della Regola - Crush the Lower Jaw	执行纪律-下颌碎骨	Passives_Enemy-a1c8p3.json	9021702
Regola Infranta	混乱的纪律	Passives_Enemy-a1c8p3.json	9021703
Tasty Flesh	鲜美血肉	Passives_Enemy-a1c8p3.json	9021302
