# 同现实证配对：同一记录内中英直接对应（高置信）
# en	cn	count	source
First Class	头等舱	2	IntroductionPreset.json
Always Available	常驻	2	Limbus3rdAnniversary.json
Set Window BGM	设置玻璃窗BGM	2	LobbyBGMUI.json
Set Sinner BGM	设置罪人BGM	2	LobbyBGMUI.json
Tracks in Playlist ({0}/{1})	列表曲目（{0}/{1}）	2	LobbyBGMUI.json
Clear Selection	重置选择	2	LobbyBGMUI.json
Terms of Service	服务条款	2	LoginUIText.json
Retry	重试	2	LoginUIText.json
Confirm	确认	2	LoginUIText.json
Select Custom Language	选择自定义语言	2	LoginUIText.json
Theater	放映室	2	MainUIText.json
EXP	经验	2	MainUIText.json
Announcer	播报员	2	MainUIText.json
To Battle!	开始战斗	2	MainUIText.json
Select	选择	2	MainUIText.json
Enkephalin Box	脑啡肽盒子	2	MainUIText.json
Quit exploring the dungeon?	要终止迷宫探索吗？	2	MainUIText.json
Defense Level	防御等级	2	MainUIText.json
Simulation	模拟	2	MainUIText.json
Support	助战	2	MainUIText.json
Probabilities	概率详情	2	MainUIText.json
Threadspinning	异想解析	2	MainUIText.json
Uptie	同步	2	MainUIText.json
Owned	拥有	2	MainUIText.json
Currency Req.	所需道具数	2	MainUIText.json
Purchased	已购买	2	MainUIText.json
Pre-battle	战前	2	MainUIText.json
Post-battle	战后	2	MainUIText.json
Progress	进度	2	MainUIText.json
※ Free Lunacy is used first.	※将优先使用免费狂气。	2	MainUIText.json
Resume	继续	2	MainUIText.json
Category	提取类型	2	MainUIText.json
Season 1	第1赛季	2	MainUIText.json
Pass Level	通行证等级	2	MainUIText.json
All	全部	2	MainUIText.json
Basic	基础	2	MainUIText.json
Cannot Purchase	无法购买	2	MainUIText.json
To Window	返回玻璃窗	2	MainUIText.json
Seasons Guide	赛季指南	2	MainUIText.json
Exchange	兑换	2	MainUIText.json
Cannot Deploy	无法出战	2	MainUIText.json
Select Identity to Takeoff	请选择要跳跃的人格	2	MainUIText.json
(Paid : {0}, Free : {1})	（付费持有量：{0}，免费持有量：{1}）	2	MainUIText.json
Tier	稀有度	2	MainUIText.json
Mirror of the Beginning	起始之镜	2	MirrorDungeonName.json
Mirror of the Lake	湖之镜	2	MirrorDungeonName.json
Mirror of the Wuthering	呼啸之镜	2	MirrorDungeonName.json
Mirror of the Dreaming	梦中之镜	2	MirrorDungeonName.json
Mirror of Immortality	永生之镜	2	MirrorDungeonName.json
Mirror of Names and Spiders	名与蛛之镜	2	MirrorDungeonName.json
S.E.A.	去·海·边	2	MirrorDungeonTheme-1.json
Miracle in District 20	20区的奇迹	2	MirrorDungeonTheme-1.json
Yield My Flesh to Claim Their Bones	肉斩骨断	2	MirrorDungeonTheme-1.json
Murder on the WARP Express	WARP快车谋杀案	2	MirrorDungeonTheme-1.json
Line 3	3号线	2	MirrorDungeonTheme-1.json
LCB Regular Check-up	LCB定期体检	2	MirrorDungeonTheme-1.json
Line 5	5号线	2	MirrorDungeonTheme-1.json
Spring Cultivation	切磋琢春	2	MirrorDungeonTheme-1.json
Impenetrable Path	无尽的死路	2	MirrorDungeonTheme-1.json
Murder on the WARP Express BokGak	WARP快车谋杀案 复刻	2	MirrorDungeonTheme-1.json
Textbook	教材	2	MirrorDungeonTheme-1.json
LCB Regular Check-up BokGak	LCB定期体检 复刻	2	MirrorDungeonTheme-1.json
Twining Threads	绞丝结线	2	MirrorDungeonTheme-1.json
Nocturnal Sweeping BokGak	深夜清扫 复刻	2	MirrorDungeonTheme-1.json
E.G.O Gifts Owned	所持E.G.O饰品	2	MirrorDungeonUI_2.json
Team	编队	2	MirrorDungeonUI_2.json
Claim the rewards?	是否领取奖励？	2	MirrorDungeonUI_2.json
Spirit to Push Ahead	锐意进取	2	MirrorDungeonUI_2.json
Choose the Sinner that looks tired.	选择看上去疲倦的罪人。	2	MirrorDungeonUI_2.json
Cheaper Refresh Cost	刷新所需经费减少	2	MirrorDungeonUI_2.json
[Shops] Cheaper Skill Replacement Cost	技能替换所需经费减少	2	MirrorDungeonUI_2.json
Gain more Cost from selling Gifts	售卖饰品可获得的经费增加	2	MirrorDungeonUI_2.json
E.G.O Gift Selection +1	可选择E.G.O饰品数量+1	2	MirrorDungeonUI_2.json
Starting Cost +250	初始经费+250	2	MirrorDungeonUI_2.json
+1 E.G.O resource for all Affinities	所有E.G.O资源+1	2	MirrorDungeonUI_2.json
Max Speed +1	最大速度值+1	2	MirrorDungeonUI_2.json
Deal +3% damage	造成的伤害+3%	2	MirrorDungeonUI_2.json
Offense Level +1	攻击等级+1	2	MirrorDungeonUI_2.json
Take -3% damage	受到的伤害-3%	2	MirrorDungeonUI_2.json
Refresh	刷新	2	MirrorDungeonUI_3.json
Selected E.G.O Gift	选择E.G.O饰品	2	MirrorDungeonUI_3.json
Cannot Fuse	无法合成	2	MirrorDungeonUI_3.json
[Shops]
Refresh Cost -20%	[商店]
刷新经费 -20%	2	MirrorDungeonUI_4.json
[Shops]
Skill Replacement Cost -20%	[商店]
技能替换经费 -20%	2	MirrorDungeonUI_4.json
[Rest Stops]
E.G.O Gift Enhance Cost -7.5%	[休息点]
强化E.G.O饰品所需经费减少 -7.5%	2	MirrorDungeonUI_4.json
[Floor Theme]
Number of Floor Theme Choices +1	[阶层主题]
阶层主题出现数量 +1	2	MirrorDungeonUI_4.json
[Encounters]
Offense Level +1	[战斗]
攻击等级 +1	2	MirrorDungeonUI_4.json
[Encounters]
Max Speed +1	[战斗]
最大速度值+1	2	MirrorDungeonUI_4.json
Combining Gifts with different Keywords	不同关键词的情况	2	MirrorDungeonUI_4.json
Tier 1 + Tier 3 => Tier 2	1级 + 3级 => 2级	2	MirrorDungeonUI_4.json
Tier 2 + Tier 2 => Tier 2	2级 + 2级 => 2级	2	MirrorDungeonUI_4.json
Tier 2 + Tier 3 => Tier 2	2级 + 3级 => 2级	2	MirrorDungeonUI_4.json
Tier 3 + Tier 3 => Tier 3	3级 + 3级 => 3级	2	MirrorDungeonUI_4.json
Tier 1 + Tier 1 + Tier 3 => Tier 2	1级 + 1级 + 3级 => 2级	2	MirrorDungeonUI_4.json
Tier 1 + Tier 2 + Tier 2 => Tier 2	1级 + 2级 + 2级 => 2级	2	MirrorDungeonUI_4.json
Tier 1 + Tier 3 + Tier 3 => Tier 3	1级 + 3级 + 3级 => 3级	2	MirrorDungeonUI_4.json
Tier 2 + Tier 2 + Tier 2 => Tier 3	2级 + 2级 + 2级 => 3级	2	MirrorDungeonUI_4.json
Tier 3 + Tier 3 + Tier 3 => Tier 4	3级 + 3级 + 3级 => 4级	2	MirrorDungeonUI_4.json
Rate Up	出现概率提升	2	MirrorDungeonUI_4.json
E.G.O Gift Tier Forecast	预期的E.G.O饰品等级	2	MirrorDungeonUI_4.json
Trials	苦难	2	MirrorDungeonUI_5.json
Not Enough Starlight Bonus	星芒奖励不足	2	MirrorDungeonUI_5.json
Grace of Stars	星之恩惠	2	MirrorDungeonUI_5.json
Grace of the Dreaming Star	梦中的星之恩惠	2	MirrorDungeonUI_5.json
Starlight Bonus Retention Units	星芒奖励保留对象	2	MirrorDungeonUI_5.json
Clear Canto VI	通过第6章	2	MirrorDungeonUI_5_InfinityFloor.json
Pack Search	主题卡包观测	2	MirrorDungeonUI_6.json
Wishmaking	祈愿	2	MirrorDungeonUI_6.json
Not Enough Starlight	星芒不足	2	MirrorDungeonUI_6.json
Unselectable	无法选择	2	MirrorDungeonUI_6.json
Starlight Retention Units	星芒保留单位	2	MirrorDungeonUI_6.json
Grace of the Immortal Star	永生之星的恩惠	2	MirrorDungeonUI_6.json
Starting Starlight Spent	初始星芒消耗	2	MirrorDungeonUI_6.json
Spent in Dungeon	迷宫探索中的消耗量	2	MirrorDungeonUI_6.json
Reward	奖励	2	MirrorDungeonUI_6.json
Adversity Bonus	制约加成	2	MirrorDungeonUI_6.json
Weekly Projection Cap	每周可获得的投影度	2	MirrorDungeonUI_6.json
Return to Stage Select	前往关卡入场界面	2	MirrorDungeonUI_6.json
Adversity - EXTREME	制约-极限模式	2	MirrorDungeonUI_6_Achievement.json
Hidden	隐藏	2	MirrorDungeonUI_6_Achievement.json
Grace of the Star of Names and Spiders	名与蛛的星之恩惠	2	MirrorDungeonUI_7.json
ID Skill Search	人格技能观测	2	MirrorDungeonUI_7.json
Unacquired	未拥有	2	MirrorDungeonUI_7.json
No E.G.O Gifts Owned	没有所持的E.G.O饰品	2	MirrorDungeonUI_7.json
Owned	已持有	2	MirrorDungeonUI_7.json
Featured	可出现	2	MirrorDungeonUI_7.json
- HP does not drop below 50%	- 体力不会降至体力上限的50%以下	2	Passives_Abnormality-a1c8p3.json
나오면 안되는 텍스트 (번역 x) 나오면 안되는 텍스트 (번역 x)	不该出现的文本(翻译 x) 不该出现的文本(翻译 x)	2	Passives_Abnormality.json
Staggered Nngh...	自身混乱 唔……	2	PersonalityVoiceDlg/Voice_Faust_Index_10214.json
Staggered Uh...	自身混乱 啊……	2	PersonalityVoiceDlg/Voice_Faust_LEGO_10207.json
Commencing Attack Purge!	进行攻击 净化！	2	PersonalityVoiceDlg/Voice_Faust_Ncorp_10204.json
Staggered Ngh...	自身混乱 呜……	2	PersonalityVoiceDlg/Voice_Faust_Zwei_10205.json
Staggered Ngh…	自身混乱 唔……	2	PersonalityVoiceDlg/Voice_Gregor_GCorp_11203.json
Staggered Agh...	自身混乱 呃……	2	PersonalityVoiceDlg/Voice_Gregor_Kurokumo_11208.json
Stage Entry O Wild Hunt...	进入战斗 狂猎啊……	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Viewed in Battle 1 (Mad Laughter)	战斗中选中人格 1 （狂乱的笑声）	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Viewed in Battle 2 (Mad Laughter)	战斗中选中人格 2 （狂乱的笑声）	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Viewed in Battle 3 (Mad Laughter)	战斗中选中人格 3 （狂乱的笑声）	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Commencing Attack ... Prepare for your execution...!	进行攻击 伸出脖子等着吧……！	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Enemy Staggered In the tempest...	敌方混乱 于风暴之中……	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
On Kill 1 ... You shall slumber in burial.	击杀敌方 1 于埋葬中长眠吧。	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
On Kill 2 ... You shall scream.	击杀敌方 2 悲鸣吧。	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
On Kill 3 ... You shall be torn apart.	击杀敌方 3 你将被我撕碎。	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Death Even in death... I... shall...	自身阵亡 就算死去……我也会……再次……	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Check Passed For the hunt...	判定成功 若是为了狩猎的话……	2	PersonalityVoiceDlg/Voice_Heathcliff_Erlking_10710.json
Staggered Agh...	自身混乱 咳……	2	PersonalityVoiceDlg/Voice_Heathcliff_Oufi_10708.json
Staggered Tsk...	自身混乱 啧……	2	PersonalityVoiceDlg/Voice_Outis_Bloodfiend_11111.json
Staggered Ach...	自身混乱 咳……	2	PersonalityVoiceDlg/Voice_Outis_LEGO_11107.json
Staggered Tsk.	自身混乱 啧。	2	PersonalityVoiceDlg/Voice_Outis_Molar_11105.json
Staggered Ngh…!	自身混乱 呃……！	2	PersonalityVoiceDlg/Voice_Rodion_LCB_10901.json
Staggered Tch…	自身混乱 啧……	2	PersonalityVoiceDlg/Voice_Ryoshu_23GuCooker_10404.json
Clear Turns	通关回合数	2	RailwayDungeonUI.json
Unlock Requirements	解锁条件	2	RailwayDungeonUI_1001.json
Recommended Level & Tier	入场推荐配置	2	RailwayDungeonUI_1001.json
Please Deploy all Sinners.	存在未编入队伍的人格。	2	RailwayDungeonUI_1001.json
Cycle Count	巡回数	2	RailwayDungeonUI_1002.json
HP and SP have been restored.	体力与理智值已恢复。	2	RailwayDungeonUI_3.json
Recommended Levels	入场推荐配置	2	RailwayDungeonUI_4.json
Select Buffs	选择增益	2	RailwayDungeonUI_5.json
Refund Policy	退款政策	2	ReturnPolicy.json
Growth	成长	2	ReturnPolicy.json
Difficulty	难度	2	RewardDungeonUI.json
Yi Sang Sinner #1	李箱 1号罪人	2	ScenarioModelCodes-AutoCreated.json
Ezra LCD	以斯拉 LCD	2	ScenarioModelCodes-AutoCreated.json
Queequeg Pequod Town	魁魁格 裴廓德镇	2	ScenarioModelCodes-AutoCreated.json
Stubb The Pequod	斯塔布 裴廓德号	2	ScenarioModelCodes-AutoCreated.json
Dodoru Gift Factory	多多鲁 礼物工厂	2	ScenarioModelCodes-AutoCreated.json
Heathcliff Wuthering Heights	希斯克利夫 呼啸山庄	2	ScenarioModelCodes-AutoCreated.json
Josephine Wuthering Heights	约瑟芬 呼啸山庄	2	ScenarioModelCodes-AutoCreated.json
Nelly Chief Butler	耐莉 首席管家	2	ScenarioModelCodes-AutoCreated.json
Yurodiviye Captain District 20 Yurodivy	圣愚队长 20区 圣愚	2	ScenarioModelCodes-AutoCreated.json
Romero Fanghunt Office	罗梅罗 猎牙事务所	2	ScenarioModelCodes-AutoCreated.json
Camille Cinq Assoc. West	卡米尔 Cinq协会 西部	2	ScenarioModelCodes-AutoCreated.json
Sinclair The Knight of the White Moon	辛克莱 白月骑士	2	ScenarioModelCodes-AutoCreated.json
Sansón ???	参孙 ？？？	2	ScenarioModelCodes-AutoCreated.json
La Manchaland	？？？ 拉·曼却领	2	ScenarioModelCodes-AutoCreated.json
Shan San ???	杉三 ？？？	2	ScenarioModelCodes-AutoCreated.json
Jia Qiu Jia Family	贾丘 贾家	2	ScenarioModelCodes-AutoCreated.json
Xiren Daguanyuan	袭人 大观园	2	ScenarioModelCodes-AutoCreated.json
Jia Xichun Jia Family	贾惜春 贾家	2	ScenarioModelCodes-AutoCreated.json
Kong Sihui Kong Family	孔思晦 孔家	2	ScenarioModelCodes-AutoCreated.json
Shi Sijing Shi Family	史思静 史家	2	ScenarioModelCodes-AutoCreated.json
Prisoner of Hongyuan Hongyuan	鸿园的囚犯 鸿园	2	ScenarioModelCodes-AutoCreated.json
Claw The Head	爪牙 首脑	2	ScenarioModelCodes-AutoCreated.json
Obstinate Resident Kong Family	抗拒的居民 孔家	2	ScenarioModelCodes-AutoCreated.json
Wang Qingshan Wang Family	王清山 王家	2	ScenarioModelCodes-AutoCreated.json
Valencina The Thumb Nursefather	瓦伦希娜 拇指 父辈	2	ScenarioModelCodes-AutoCreated.json
Lucio The Thumb Apprentice	卢西奥 拇指 子辈	2	ScenarioModelCodes-AutoCreated.json
Matthias The Middle Nursefather	马蒂亚斯 中指 父辈	2	ScenarioModelCodes-AutoCreated.json
Sora The Index Apprentice	空 食指 子辈	2	ScenarioModelCodes-AutoCreated.json
Jamila LCA Udjat Vanguard Team 1	贾米拉 LCA 瓦吉特 先锋一队	2	ScenarioModelCodes-AutoCreated.json
Drenched Gossypium Abnormality	浸染棉花 异想体	2	ScenarioModelCodes-AutoCreated.json
Dihui Star The House of Spiders	地慧星 蜘蛛巢	2	ScenarioModelCodes-AutoCreated.json
Udjat Vanguard Team LCA Udjat Vanguard Team 1	瓦吉特 先锋队 LCA 瓦吉特 先锋一队	2	ScenarioModelCodes-AutoCreated.json
Sinclair Smoke War	辛克莱 烟霾战争	2	ScenarioModelCodes-AutoCreated.json
Kira Prisoner	绮罗 俘虏	2	ScenarioModelCodes-AutoCreated.json
Rufo The Ring Fauvist Docent	卢佛 环指 野兽派讲解员	2	ScenarioModelCodes-AutoCreated.json
Fauvist Student The Ring	野兽派学徒 环指	2	ScenarioModelCodes-AutoCreated.json
Alan Wayfarer Doorbreach Team 4 Leader	艾伦 旅者 第四开辟小队 队长	2	ScenarioModelCodes-AutoCreated.json
??? District 14 Resident	？？？ 14区的居民	2	ScenarioModelCodes-AutoCreated.json
The Reminisced Dead Blade Lineage Salsu	记忆中的死者 剑契组 杀手	2	ScenarioModelCodes-AutoCreated.json
Ch'unokkun? Distortion	推奴人？ 扭曲	2	ScenarioModelCodes-AutoCreated.json
Class 2 Pinframing Staff N Corp. Service des Clous	2级定格小队队员 N公司 钉部门	2	ScenarioModelCodes-AutoCreated.json
Im Gyeong-eop S Corp. Military Commissioner  - Sal	林庆业 S公司 节度使 - 肉	2	ScenarioModelCodes-AutoCreated.json
Distorted Im Gyeong-eop Distortion	扭曲的林庆业 扭曲	2	ScenarioModelCodes-AutoCreated.json
Bamboo-hatted Kim LCD	金笠 LCD	2	ScenarioModelCodes-AutoCreated.json
Bamboo-hatted Kim S Corp. Bodyguard - Pi	金笠 S公司 护卫武士 - 血	2	ScenarioModelCodes-AutoCreated.json
In Use	使用中	2	SelectDUI.json
Dark	深色	2	SelectDUI.json
Filters	筛选	2	SelectLoadingCgUi.json
You don’t have enough Enkephalin Boxes.	脑啡肽盒子不足。	2	ShopUI.json
Use Lunacy	使用狂气	2	ShopUI.json
Vain Fruit	虚无之果	2	Skills_Abnormality-a1c9p1.json
Deal +50% Damage on Critical Hit Unnamed Cut [無名閃]	使本硬币暴击时造成的伤害+50% 无名闪	2	Skills_Abnormality-a1c9p1.json
Attacking Faelantern deals 0 damage Charmed Consciousness	本技能攻击精灵提灯时造成的伤害为0点 被魅惑的自我	2	Skills_Abnormality-a1c9p1.json
We Need More Time!	我们需要时间！	2	Skills_Abnormality-tkt-re.json
Pale Stem	褪色之枝	2	Skills_Abnormality.json
Nibble	撕咬	2	Skills_Abnormality.json
Roll	翻滚冲撞	2	Skills_Abnormality.json
Sear	烈焰烧灼	2	Skills_Abnormality.json
Slam	猛砸	2	Skills_Abnormality.json
Universe Aflame	宇宙燃烧	2	Skills_Abnormality.json
Sprout	发芽	2	Skills_Abnormality.json
Solid Gold	硬如坚金	2	Skills_Abnormality.json
So Busy…	不眠不休…	2	Skills_Abnormality.json
Repressed Gesture	受缚姿态	2	Skills_Abnormality.json
Constricting Desires	紧缚欲望	2	Skills_Abnormality.json
Fire Off	悲哀溅射	2	Skills_Abnormality.json
Grind	摧残蹂躏	2	Skills_Abnormality.json
Enraged Flutters	盛怒振翅	2	Skills_Abnormality.json
Peerless Flesh	纯粹的血肉	2	Skills_Abnormality.json
Respite	喘息	2	Skills_Abnormality.json
Rebooting…	重启中…	2	Skills_Abnormality_Refraction.json
[OnSucceedEvade] Heal 5 SP on self Evade	[OnSucceedEvade] 使自身恢复5点理智值 闪避	2	Skills_Enemy-a1c6p1.json
Crier	战时号令	2	Skills_Enemy.json
Heavy Strike	沉重一击	2	Skills_Enemy.json
Quick Jabs	连续突刺	2	Skills_Enemy.json
[WhenUse] Gain 2 Protection Enter Defensive Mode	[WhenUse] 使自身获得2层守护  切换防御模式	2	Skills_Enemy.json
Defensive Talisman	防御符咒	2	Skills_Enemy.json
Evade Evade	闪避 闪避	2	Skills_personality-01.json
Jussis?	正一？	2	Skills_personality-x1p1c1.json
Threadskein Owned	持有量	2	SkinUI.json
Unprojectable	无法投影	2	SkinUI.json
Exchange for {0}?	要兑换{0}吗？	2	SkinUI.json
Façade Projection	外观投影	2	SkinUI.json
?? ?? Intervallo VII 9.5 Twining Threads 985-02	？？ ？？ 间章VII 9.5 绞丝结线 985-02	2	StageChapterText.json
Notice	说明	2	StageContinueText.json
Butlers	管家	2	StageNode-a1c6p1.json
The Dead Rabbits	死兔帮	2	StageNode-a1c6p1.json
The Wild Hunt	狂猎	2	StageNode-a1c6p3.json
Jia Baoyu	贾宝玉	2	StageNode-a1c8p1.json
To be Free from Aging and Death	不老不死	2	StageNode-a1c8p1.json
Second Round of the Family Hierarch Evaluation	第二轮家主评审	2	StageNode-a1c8p2.json
Shock Centipede	电击蜈蚣	2	StageNode-a1c9p2.json
MultiCrack Office	多裂纹事务所	2	StageNode91-10.json
Bloodfiends	血魔	2	StageNode91-10.json
Data Collection	数据收集	2	StageNode91-14.json
Regular Health Check-up	健康体检	2	StageNode91-14.json
The Vehicle	移动装置	2	StageNode91-14.json
The Assistant	助手	2	StageNode91-14.json
Meaningless Wrath	无意义的愤怒	2	StageNode91-14.json
Directionless Sloth	迷失方向的怠惰	2	StageNode91-14.json
Sinking on Purpose	自愿的沉溺	2	StageNode91-14.json
Dulled Harpoon	钝鱼叉	2	StageNode91-14.json
Stinging	刺痛不已	2	StageNode91-14.json
The Price of Curiosity	好奇心的代价	2	StageNode91-14.json
The Hierarchy	排名	2	StageNode91-14.json
New Classification Codes	新的编号	2	StageNode91-14.json
The Final Check-up	最后的体检	2	StageNode91-14.json
Night in the Backstreets	后巷深宵	2	StageNode91-16.json
The Unknown Sea	陌生的大海	2	StageNode91-20.json
Village of the Dead Lighthouse	死寂灯塔之村	2	StageNode91-20.json
Terra	泰拉	2	StageNode91-20.json
Vessel Masas	大众号	2	StageNode91-20.json
Small Tide	小浪	2	StageNode91-20.json
The Inquisitor	审判官	2	StageNode91-20.json
Spinning Clock	转动的时钟	2	StageNode91-20.json
Three-way Agreement	三方协议	2	StageNode91-20.json
Operation Lighthouse Retrieval	灯塔夺回作战	2	StageNode91-20.json
Rough Tides	巨浪	2	StageNode91-20.json
The Fabled Knight	童话中的骑士	2	StageNode91-20.json
Rhodes Island	罗德岛	2	StageNode91-20.json
Light of the City	都市之光	2	StageNode91-20.json
Wayfarer	旅者	2	StageNode91-25.json
... Okay.	……好的。	2	StoryData/1D302B.json
Hrk...	呕……	2	StoryData/1D305B.json
... Hm.	……哼。	2	StoryData/1D306A.json
Ah.	啊。	2	StoryData/2D306B.json
Guido Nagel und Hammer ……	圭多 钉与锤 ……	2	StoryData/3D102A.json
Ah…	啊……	2	StoryData/3D301B.json
However…	但是。	2	StoryData/3D306B.json
Huh…?	嗯……？	2	StoryData/3D306B.json
Why are you… doing this to me…	为什么……你要对我做这种事……	2	StoryData/3D308B.json
Why… me…	为什么……偏偏是我……	2	StoryData/3D308B.json
D-Don’t you lie to me…	别、别说谎了……	2	StoryData/3D308B.json
Stop it…!	闭嘴……！	2	StoryData/3D308B.json
No…	不对……	2	StoryData/3D308B.json
You’re lying!!!	你说谎！！！	2	StoryData/3D308B.json
Kromer Nagel und Hammer Ufu.	克罗默 钉与锤 唔呼。	2	StoryData/3D308B.json
<The Golden Bough…!>	<金枝……！>	2	StoryData/3D308B.json
A mass of flesh engulfs her lower half.	肉块将她的下半身包裹了起来。	2	StoryData/3D308B.json
As if desire and madness were made manifest…	宛如欲望与疯狂的集合体一般……	2	StoryData/3D308B.json
Kromer Nagel und Hammer Come… Sinclair.	克罗默 钉与锤 来吧……辛克莱。	2	StoryData/3D308B.json
Alas...	但是……	2	StoryData/4D103B.json
It's what I call Yeonsim.	我称其为研心。	2	StoryData/4D105B.json
Stephanette ??? ……	斯蒂芬妮 ？？？ ……	2	StoryData/4D106B.json
And...	以及……	2	StoryData/4D206A.json
<I…>	<我……>	2	StoryData/4D305A.json
Dongrang K Corp. Dept. of Food Resource Development …….	东朗 K公司 粮食资源改良部门 ……	2	StoryData/4D305B.json
Dante.	但丁阁下。	2	StoryData/4D305I.json
Simply...	只是……	2	StoryData/4D305I.json
... I see.	……是吗。	2	StoryData/5D103B.json
Ah...!	啊……！	2	StoryData/5D206B.json
<That's...>	<那是……>	2	StoryData/5D302B.json
That's...	那……	2	StoryData/5D302B.json
<Ishmael.>	<以实玛利。>	2	StoryData/5D304A.json
<Ishmael...>	<以实玛利……>	2	StoryData/5D304A.json
District 21 Resident …….	21区居民 ……	2	StoryData/5D304I7.json
Thus...	因此……	2	StoryData/7D101B.json
Get out of my way.	让开。	2	StoryData/7D108B.json
Mhm.	嗯。	2	StoryData/7D111I2.json
Aboard Mephistopheles …….	梅菲斯托费勒斯 内部 ……	2	StoryData/7D112A.json
Which is... our adventure, as well.	而且……也会是属于我们的冒险。	2	StoryData/7D112I2.json
<This is...?>	<这是……>	2	StoryData/8D102B.json
Why?	为什么？	2	StoryData/8D105B.json
A-are you okay?	您……您还好吗？	2	StoryData/8D105B.json
Uh...	啊……	2	StoryData/8D105B.json
<Hong Lu...?>	<鸿璐……？>	2	StoryData/8D105B.json
I wanna play a Bolus making game!	我想玩做丸的游戏！	2	StoryData/8D106A.json
It cannot be helped, young master.	没办法的，少爷。	2	StoryData/8D202A.json
Welcome, little Baoyu.	宝玉来了啊。	2	StoryData/8D203A.json
We have waited long for your arrival.	吾等朝思暮想地等着你呢。	2	StoryData/8D203A.json
Little Baoyu.	宝玉啊。	2	StoryData/8D205B.json
Xichun's Clan My lady...	惜春的势力 小姐……	2	StoryData/8D206B.json
You... never should have said that. To me.	哥哥你刚才……对我说了绝对不该说的话。	2	StoryData/8D206B.json
... I won't be visiting you ever, ever again.	……我再也不会来哥哥的房间了。	2	StoryData/8D206B.json
What Hongyuan needs...	鸿园所需要的……	2	StoryData/8D209A.json
It needs the warmth of kindness and gentleness.	柔和而温暖。	2	StoryData/8D209A.json
Your words...	你的言语……	2	StoryData/8D209A.json
... Hah!	……哈！	2	StoryData/8D209A.json
And she still hasn't given up.	而且她现在也还没有放弃。	2	StoryData/8D209A.json
Brother.	哥哥。	2	StoryData/8D209I.json
Humans die. It's what they're born to do.	人终有一死。	2	StoryData/8D209I.json
Bodyguard …….	侍卫 ……	2	StoryData/8D209I.json
Bodyguard Why...	侍卫 为何……	2	StoryData/8D209I.json
Bodyguard Why won't you stop smiling like that?	侍卫 为何你要一直那样微笑着呢？	2	StoryData/8D209I.json
Yet...	但……	2	StoryData/8D209I.json
The suspected time of occurrence: last night—	推测发生时间是昨夜……	2	StoryData/E001X.json
Hm…	嗯……	2	StoryData/E001X.json
Pfft...	噗……	2	StoryData/E001X.json
<Heathcliff...!>	<希斯克利夫……！>	2	StoryData/E002X.json
After some time...	一段时间后……	2	StoryData/E003I2.json
Ryōshū.	良秀。	2	StoryData/E003I3.json
Jussis! Jussis!	正一！正一！	2	StoryData/E003I3.json
<Huh?>	<啊？>	2	StoryData/E030X.json
<Then...>	<那么……>	2	StoryData/E050X.json
<Yeah?>	<嗯？>	2	StoryData/E052X.json
Understood.	好的。	2	StoryData/E054X.json
Bonk!	砰！	2	StoryData/E054X.json
Dante!	但丁！	2	StoryData/E065X.json
Ngh...!	呃……！	2	StoryData/E071X.json
Hohenheim.	霍恩海姆。	2	StoryData/E080X.json
Uh...	那个……	2	StoryData/E082X.json
Ew...	噫……	2	StoryData/E090X.json
What?	啥？	2	StoryData/E091X.json
We...	我们……	2	StoryData/E091X.json
Hmm…	嗯……	2	StoryData/E301A.json
<I see… >	<这样啊……>	2	StoryData/E301A.json
Heathcliff? Distorted Thing? ……	希斯克利夫？ 扭曲之物？ ……	2	StoryData/E302B.json
Hmph.	哼。	2	StoryData/E302B.json
Precisely.	没错。	2	StoryData/E403B.json
Sigh...	唉……	2	StoryData/E407A.json
Sinners LCB .......	罪人们 LCB ……	2	StoryData/E501B.json
... Ahem.	……咳哼。	2	StoryData/E502B.json
Boom!	咚！	2	StoryData/E505A.json
Nelly.	耐莉。	2	StoryData/E509B.json
... Oho.	……嚯。	2	StoryData/E511B.json
What...?	哈……？	2	StoryData/E512A.json
No.	不是。	2	StoryData/E512B.json
<Well, then...>	<那么……>	2	StoryData/E601B.json
Class 4 Collection Staff T Corp. …….	4级征收人员 T公司 ……	2	StoryData/E602A.json
Oho...	嚯……	2	StoryData/E603B.json
Gah...!	呃……	2	StoryData/E610A.json
Clock.	时钟。	2	StoryData/E613B.json
Ha... Ha ha...	哈……哈哈……	2	StoryData/E615A.json
<... What?>	<……诶？>	2	StoryData/E616B.json
... Miss Faust.	……浮士德女士。	2	StoryData/E616B.json
... Right?	……对吧？	2	StoryData/E618B.json
