# en	cn	en_hits	cn_hits	source	id
Lenient Rule Fulfillment	散漫的执行	1	1	Passives_Enemy-a1c6p2.json	9012801
Natural Style	本色	1	1	Passives_Enemy-a1c6p2.json	9013101
Threa...	威…	1	1	Passives_Enemy-a1c6p3.json	9013606
Opp... tta	机…了	1	1	Passives_Enemy-a1c6p3.json	9013607
Tou...	砰…	1	1	Passives_Enemy-a1c6p3.json	9013804
Dir...	被指…	1	1	Passives_Enemy-a1c6p3.json	817002
Pred...	捕…	1	1	Passives_Enemy-a1c6p3.json	817003
Aggressive Hunting Techniques	激进的狩猎技巧	1	1	Passives_Enemy-a1c7p1.json	9015602
Anti-Bloodfiend Hammer	对血魔专用锤	1	1	Passives_Enemy-a1c7p1.json	9015603
Weakling Mark	弱者印记	1	1	Passives_Enemy-a1c7p1.json	9016001
Clumsy Bloodsucking	生疏的吸血	1	1	Passives_Enemy-a1c7p2.json	9015801
Festive Mood	庆典的氛围	1	1	Passives_Enemy-a1c7p2.json	9017501
Festive Sounds	庆典的声音	1	1	Passives_Enemy-a1c7p2.json	9017301
Easy Money	轻松的任务	1	1	Passives_Enemy-a1c8p1.json	9020301
Upgradable Training Dummy	升级的训练用木人桩	1	1	Passives_Enemy-a1c8p1.json	9020102
Remember the Basics	巩固基本功	1	1	Passives_Enemy-a1c8p1.json	9020103
Cursed Spirit Jar	咒鬼之瓮	1	1	Passives_Enemy-a1c8p1.json	9102202
Rival Candidate	对家主候选人的牵制	1	1	Passives_Enemy-a1c8p2.json	9021001
Charge Circuitry Activation	充能回路发动	1	1	Passives_Enemy-a1c8p2.json	9021003
Severe Overload	残酷的过载	1	1	Passives_Enemy-a1c8p2.json	9021201
Proliferating Misfortune	转移不祥	1	1	Passives_Enemy-a1c8p2.json	9020802
Skilled Talisman Sorcerer	杰出的符术士	1	1	Passives_Enemy-a1c8p2.json	9020901
Soul Siphon Technique	吸魂疗法	1	1	Passives_Enemy-a1c8p2.json	9020902
Regola Infranta	混乱的纪律	1	1	Passives_Enemy-a1c8p3.json	9021703
Tasty Flesh	鲜美血肉	1	1	Passives_Enemy-a1c8p3.json	9021302
Mine-omes	是我的那份诺姆	1	1	Passives_Enemy-a1c951.json	9010102
The Ring Nursefather's Artwork	环指父辈的作品	1	1	Passives_Enemy-a1c9p1.json	9103601
Bonebound Knot	束缚骨骼的结	1	1	Passives_Enemy-a1c9p1.json	9103801
I Spy an Opportunity	时机洞察	1	1	Passives_Enemy-cultivation.json	9102302
Snake Deathvenom	极蛇毒	1	1	Passives_Enemy-cultivation.json	9102303
Fruits of Education	教学的成果	1	1	Passives_Enemy-cultivation.json	9102602
A Breath Taken Together	共同呼吸过的气息	1	1	Passives_Enemy-exme.json	9105702
Dipped Blade	浸染之剑	1	1	Passives_Enemy-pilgrimage.json	128902
Abyssal Worship	深海崇拜	1	1	Passives_Enemy-pilgrimage.json	128903
Survival Reflexes	生存反射	1	1	Passives_Enemy-pilgrimage.json	9102903
In-depth Cognition	深度认知	1	1	Passives_Enemy-pilgrimage.json	9103001
Propagatory Instinct	扩张本能	1	1	Passives_Enemy-pilgrimage.json	9103002
Debris Removal	残骸清除	1	1	Passives_Enemy-pilgrimage.json	9103201
Collective Achievement	大家的成果	1	1	Passives_Enemy-tkt.json	9101701
Emergency Time Loan	时间紧急贷款	1	1	Passives_Enemy-tkt.json	9014201
Ready to Borrow Time	准备时间租赁	1	1	Passives_Enemy-tkt.json	9014204
Golden Time II	黄金时间 II	1	1	Passives_Enemy-tkt.json	9014301
Time Recoil II	时间反冲 II	1	1	Passives_Enemy-tkt.json	9014302
Alacritous Expression	敏捷表现	1	1	Passives_Enemy-twth.json	9104503
Internal Combustion Engine Malfunction	内燃机故障	1	1	Passives_Enemy-walpu5.json	9017805
Hollowed Chicken	空空的鸡	1	1	Passives_Enemy-x1p1c1.json	9103902
Verminous Body	虫的肉体	1	1	Passives_Enemy.json	90001
Nutritive Reinforcements	补充养分	1	1	Passives_Enemy.json	90002
Injured Augmentation	负伤的强化肉体	1	1	Passives_Enemy.json	9000101
Corroded Augmentation	被侵蚀的强化肉体	1	1	Passives_Enemy.json	9000103
Se Acabó la Fiesta	派对结束	0	2	Passives_Enemy.json	9100402
Hammer of the One Who Grips	执柄者之锤	0	2	Passives_Enemy.json	9100501
Mechanical Mentality	机械精神	1	1	Passives_Enemy.json	9004601
Damageable Disuniter	破裂功能受损	1	1	Passives_Enemy.json	9004901
Damageable Thumper	震颤功能受损	1	1	Passives_Enemy.json	9005001
Overheating Attack Function	攻击功能过热	1	1	Passives_Enemy.json	9100701
Breakable Disuniter	破裂功能完全受损	1	1	Passives_Enemy.json	9100702
Breakable Thumper	震颤功能完全受损	1	1	Passives_Enemy.json	9100703
Spanner Up	扳手启动	1	1	Passives_Enemy.json	9100801
Guess I'm the Last	就剩我了吗	1	1	Passives_Enemy.json	9100803
Entangling Curse Talisman	绞缠的咒符	1	1	Passives_Enemy.json	9100901
Multiplying Curse Talisman	增殖的咒符	1	1	Passives_Enemy.json	9100903
Encroaching Curse Talisman	侵蚀的咒符	1	1	Passives_Enemy.json	9100904
Terror Device	恐怖装置	1	1	Passives_Enemy.json	9005401
Emergency Ampule Overdose	紧急安瓿过量	1	1	Passives_Enemy.json	9006803
The Red Aura	猩红气场	1	1	Passives_fools.json	899902
Fully heal selected Identity	所选人格的体力完全恢复	1	1	RailwayDungeonBuff.json	HealHpMaxForSelected
Cycle #1: Curse-Servitude-Rainfall	第1巡回：诅咒-奴役-落雨	0	2	RailwayDungeonNode1002.json	100201
Cycle #2: Curse-Odd Stench-Exploitation-Servitude	第2巡回：诅咒-异味-榨取-奴役	0	2	RailwayDungeonNode1002.json	100202
Cycle #3: Curse-Arrears-Odd Stench-Rainfall	第3巡回：诅咒-滞纳-异味-落雨	0	2	RailwayDungeonNode1002.json	100203
Cycle #4: Curse-Lure-Odd Stench-Arrears-Cycle	第4巡回：诅咒-引诱-异味-滞纳-巡回	0	2	RailwayDungeonNode1002.json	100204
Station #4: Arrears	第4站：滞纳	0	2	RailwayDungeonNode2.json	204
Station #7: Odd Stench	第7站：异味	0	2	RailwayDungeonNode2.json	207
Section #1 : Banquet/Well Basin/Twisted	第1区段：宴会-井底-歪曲	0	2	RailwayDungeonNode4.json	401
Station #4 : Interlude	第4站：幕间休息	0	2	RailwayDungeonNode4.json	402
Section #2 : Chiseling/Cloudbrume/Boneflesh	第2区段：锤钉-云雾-骨肉	0	2	RailwayDungeonNode4.json	403
Station #8 : Interlude	第8站：幕间休息	0	2	RailwayDungeonNode4.json	404
Section #3 : Forgery/Dreaming	第3区段：赝作-梦想	0	2	RailwayDungeonNode4.json	405
Station #11 : Interlude	第11站：幕间休息	0	2	RailwayDungeonNode4.json	406
Section #4 : Adamantine Wall/Feast	第4区段：难关-盛宴	0	2	RailwayDungeonNode4.json	407
Section #1 : Attachment/Hunt/Fountainhead/Misting	第1区段：依恋-狩猎-源头-喷雾	0	2	RailwayDungeonNode5.json	501
Section #2 : Ironstrike/Rampage/Oblivion	第2区段：击锤-狂奔-忘却	0	2	RailwayDungeonNode5.json	502
Section #3 : Motherhood/Treason/Blood Sin/Yearning	第3区段：母性-反叛-血罪-渴望	0	2	RailwayDungeonNode5.json	503
Section #1 : Weighing of Robes	第1区段：悬衣	0	2	RailwayDungeonNode6.json	601
Section #2 : Tarnishing	第2区段：染污	0	2	RailwayDungeonNode6.json	602
Section #3 : Heart of Innocence - Face of Things	第3区段：童心-现象	0	2	RailwayDungeonNode6.json	603
Section #4 : Tangled Knots - Drowning Desire - Blind Folly	第4区段：盘错-沉溺-蒙昧	0	2	RailwayDungeonNode6.json	604
Section #5 : Advent	第5区段：到来	0	2	RailwayDungeonNode6.json	605
Station Data	站点信息	1	1	RailwayDungeonUI.json	stage_info
No rewards to claim.	没有可领取的奖励。	1	1	RailwayDungeonUI.json	no_more_rewards_remains_desc
Refraction Railway - Clear Station {0}	折射轨道 - 清剿第{0}站后	0	2	RailwayDungeonUI.json	railway_dungeon_1_banner_reward_condition_1
Line Diagram	线路运行图	1	1	RailwayDungeonUI.json	railway_dungeon_route_map
Line Info	线路情报	1	1	RailwayDungeonUI.json	railway_dungeon_station_info
Line Closure	行程结束	1	1	RailwayDungeonUI.json	railway_dungeon_operation_closed
Final Cycle Count	累计清剿巡回数	1	1	RailwayDungeonUI.json	final_clear_accumulated_round
Record Date	记录日期	1	1	RailwayDungeonUI.json	railway_clear_date
Completed Cycle Count	已完成巡回数	1	1	RailwayDungeonUI_1002.json	ui_railway_dungeon_upper_status_ui_rotation_count
Clear the Terminus	通过终点站时	1	1	RailwayDungeonUI_1002.json	ui_railway_dungeon_reward_condition_clear_boss_after_cycle
Clear Refraction Railway Line 2 BokGak	通过折射轨道2号线 复刻	0	2	RailwayDungeonUI_1002.json	railway_1002_bgm_reward_desc
Clear Refraction Railway Line 1 BokGak	通过折射轨道1号线 复刻	0	2	RailwayDungeonUI_1002.json	railway_1001_bgm_reward_desc
Clear Refraction Railway Line 6	通过折射轨道6号线	0	2	RailwayDungeonUI_1002.json	railway_6_bgm_reward_desc
No Recoverable ID	没有可以恢复的人格	1	1	RailwayDungeonUI_2.json	railway_dungeon_alarm_buff_no_one_select_for_heal
No Revivable ID	没有可以复活的人格	1	1	RailwayDungeonUI_2.json	railway_dungeon_alarm_buff_no_one_select_for_resurrect
Obtained by clearing Line 2 with {1} or more Cycle Counts	巡回数不少于{1}时通关2号线获得	0	2	RailwayDungeonUI_2.json	railway_dungeon_2_banner_reward_condition_1
No active Buffs.	尚未持有任何BUFF。	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_no_owned_buff_desc
Buff Status	BUFF现状	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_current_buff
Fixed Choice	固定选择	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_buff_fixed_selection
Select Ally Buff	选择友方BUFF	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_select_ally_buff
Select Enemy Buff	选择敌方BUFF	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_select_enemy_buff
Select Identity to Revive	选择需要复活的人格	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_select_resurrect
Return to state immediately before entering this stage?	是否回到进入目前关卡前的时刻？	0	2	RailwayDungeonUI_2.json	railway_dungeon_2_ask_retry_when_defeat
Fixed Enemy Buffs	固定敌方BUFF	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_fixed_enemy_buff
Pass Station	途经站	1	1	RailwayDungeonUI_2.json	railway_dungeon_2_pass_station
HP and SP have been restored.	体力与理智值已恢复。	0	2	RailwayDungeonUI_3.json	railway_dungeon_3_unit_recovered
- Identities : Uptie Tier 4, Level 45	- 人格：同步 4阶段，45级	0	2	RailwayDungeonUI_4.json	railway_dungeon_4_entrance_recommended_level
Remaining Resources	剩余E.G.O资源	1	1	RailwayDungeonUI_5.json	railway5_clear_info_ego_stock
Clear Canto VII	通过第7章	1	1	RailwayDungeonUI_5.json	railway_dungeon_advice_5_openCondition_desc
{0} Resistance + 0.25	{0}抗性+0.25	0	2	RailwayDungeonUI_6.json	railway_6_ui_attack_resistance_buff_for_ui_only_one
COLLABORATION - LIMITED	联动限定	0	2	SeasonTitle.json	season_8000_collaboration
Kumo no ito · oti on akA	Kumo no ito · oti on akA	0	2	SeasonTitle.json	season_title_7
The Club 2	会所 2	1	1	StageNode-a1c5p1.json	10507
The Club 3	会所 3	1	1	StageNode-a1c5p1.json	10508
The First Mate 2	大副 2	1	1	StageNode-a1c5p1.json	10510
Shipping Containers 2	集装箱 2	1	1	StageNode-a1c5p1.json	10512
Mr. Pilot 2	皮利托 2	1	1	StageNode-a1c5p1.json	10514
Pirates 2	海盗 2	1	1	StageNode-a1c5p1.json	10517
The Waves 2	浪潮 2	1	1	StageNode-a1c5p1.json	10519
Cruise Party 2	游轮宴会 2	1	1	StageNode-a1c5p2.json	10521
Cruise Party 3	游轮宴会 3	1	1	StageNode-a1c5p2.json	10522
Cruise Party 4	游轮宴会 4	1	1	StageNode-a1c5p2.json	10523
The Big Brother 2	幼兄 2	1	1	StageNode-a1c5p2.json	10533
The Pallid Whale 2	白鲸 2	1	1	StageNode-a1c5p2.json	10538
There's no TIME 2	没时间了 2	1	1	StageNode-a1c6p1.json	10603
A Warm Reception	热情欢迎	1	1	StageNode-a1c6p1.json	10609
The Corridor 2	走廊 2	1	1	StageNode-a1c6p1.json	10615
The Corridor 3	走廊 3	1	1	StageNode-a1c6p1.json	10616
The Dead Rabbits 2	死兔帮 2	1	1	StageNode-a1c6p1.json	10618
The Diary 2	日记本 2	1	1	StageNode-a1c6p1.json	10620
Abyssal Basement 2	深邃的地下室 2	1	1	StageNode-a1c6p2.json	10623
Imitations 2	赝品 2	1	1	StageNode-a1c6p2.json	10626
Imitations 3	赝品 3	1	1	StageNode-a1c6p2.json	10627
Nostalgic Face	令人怀念的面容	1	1	StageNode-a1c6p2.json	10628
Imitations 4	赝品 4	1	1	StageNode-a1c6p2.json	10629
The Wild Hunt 2	狂猎 2	1	1	StageNode-a1c6p3.json	10639
The Wild Hunt 3	狂猎 3	1	1	StageNode-a1c6p3.json	10640
The Tale of a Great Fixer Who Once Reached for The Dream	伟大的收尾人追求梦想的故事	0	2	StageNode-a1c7p3.json	10736
Disruption 2	妨碍2	1	1	StageNode-a1c8p1.json	10804
Declaration of Participation	宣言参加	1	1	StageNode-a1c8p1.json	10813
Night Ambush 2	夜袭2	1	1	StageNode-a1c8p1.json	10817
Momentary Power Vacuum	刹那的空位	1	1	StageNode-a1c8p3.json	10822
Justice of Others	他人的正义	1	1	StageNode-a1c8p3.json	10823
The Second Battlefield	再临战场	1	1	StageNode-a1c8p3.json	10827
Those Who Do Not Decide	不做判断之人	0	2	StageNode-a1c8p3.json	10828
Ambush in the Dark	暗中袭击	1	1	StageNode-a1c9p1.json	10901
Paradox of the Spiral	螺旋悖论	1	1	StageNode-a1c9p1.json	10907
A Distinct Objective	推断目标	1	1	StageNode-a1c9p1.json	10912
Sanguine Artistry	鲜红艺术	1	1	StageNode-a1c9p1.json	10915
Children 2	孩子 2	1	1	StageNode-a1c9p2.json	10920
New Hires 2	新员工 2	1	1	StageNode-a1c9p2.json	10922
Shock Centipede 2	电击蜈蚣 2	1	1	StageNode-a1c9p2.json	10926
The Contract 2	契约 2	1	1	StageNode-a1c9p2.json	10928
The Contract 3	契约 3	1	1	StageNode-a1c9p2.json	10929
A Beautiful Hue of Teal	美丽的青光	0	2	StageNode-a1c9p2.json	10932
The Bus Deck	巴士平层	1	1	StageNode1-1.json	10103
Branch D-02	D-02支部	1	1	StageNode1-1.json	10111
Let That S.Y.N.C. In	折·脖 2	1	1	StageNode1-2.json	10211
An Overstayed Welcome	热烈欢迎 2	1	1	StageNode1-2.json	10214
Branch J-03	J-03支部	1	1	StageNode1-2.json	10219
Verboten	禁忌 2	1	1	StageNode1-3.json	10305
The Deal They Struck	他们达成的交易	1	1	StageNode1-3.json	10309
Inquisitors 2	异端审判官 2	1	1	StageNode1-3.json	10311
Inquisitors 3	异端审判官 3	1	1	StageNode1-3.json	10312
Scheiterhaufen	篝火 2	1	1	StageNode1-3.json	10318
Branch K-02	K-02支部	1	1	StageNode1-3.json	10322
Talent and Genius	人才与天才	1	1	StageNode1-4.json	10402
Drones and Abnormalities 2	无人机与异想体 2	1	1	StageNode1-4.json	10404
Drones and Abnormalities 3	无人机与异想体 3	1	1	StageNode1-4.json	10405
Terrorist Organization 2	恐怖组织 2	1	1	StageNode1-4.json	10411
Decay Ampules 2	崩解安瓿 2	1	1	StageNode1-4.json	10413
Decay Ampules 3	崩解安瓿 3	1	1	StageNode1-4.json	10414
Best Employee 2	最优秀的员工 2	1	1	StageNode1-4.json	10419
Best Employee 3	最优秀的员工 3	1	1	StageNode1-4.json	10420
Traitor 2	叛徒 2	1	1	StageNode1-4.json	10422
Traitor 3	叛徒 3	1	1	StageNode1-4.json	10423
Traitor 4	叛徒 4	1	1	StageNode1-4.json	10424
Traitor 5	叛徒 5	1	1	StageNode1-4.json	10425
A Red Line	一条红线	1	1	StageNode1-4.json	10426
Seized 2	抢夺 2	1	1	StageNode1-4.json	10432
Bright Villains 2	聪明的恶人 2	1	1	StageNode1-4.json	10434
Urgent Call 2	紧急呼叫 2	1	1	StageNode1-4.json	10436
Urgent Call 3	紧急呼叫 3	1	1	StageNode1-4.json	10437
Glorious Past 2	辉煌的过往 2	1	1	StageNode1-4.json	10439
Glorious Past 3	辉煌的过往 3	1	1	StageNode1-4.json	10440
Offer to Join 2	入职原因 2	1	1	StageNode1-4.json	10446
Nothing 2	没什么 2	1	1	StageNode1-4.json	10450
Reminisced League of Nine	记忆中的九人会	1	1	StageNode1-4.json	10454
Disappearing Passengers	消失的乘客	1	1	StageNode91-10.json	911003
Painting of Hell 2	地狱般的图景 2	1	1	StageNode91-10.json	911007
Next Car 2	下一节车厢 2	1	1	StageNode91-10.json	911011
The One Who Lords	主宰者	1	1	StageNode91-10.json	911013
Unexpected Foe	意外之敌	1	1	StageNode91-16.json	911610
The Family Hierarch's Proof	家主的证明	1	1	StageNode91-19.json	911901
Twelve Teachers	十二位老师	1	1	StageNode91-19.json	911902
Another Student	另一名学生	1	1	StageNode91-19.json	911903
Hierarch Rescue Operation 2	家主解救作战 2	1	1	StageNode91-19.json	911907
Hierarch Rescue Operation 3	家主解救作战 3	1	1	StageNode91-19.json	911910
Village of the Dead Lighthouse	死寂灯塔之村	0	2	StageNode91-20.json	912002
Relics and the Sign	遗物与印记	1	1	StageNode91-25.json	912504
Search for the Inflection Point	寻找反曲点	0	2	StageNode91-27.json	912703
Pursuit 2	追踪 2	1	1	StageNode91-27.json	912710
Iron Chicken Chef	铁血鸡厨	1	1	StageNode91-3.json	910307
Master Chicken Chef	大师鸡厨	1	1	StageNode91-3.json	910308
A Restaurateur’s Mild Fathoms	老板的原味心道	0	2	StageNode91-3.json	910309
Mudflat Scrapyard	废料海滩	1	1	StageNode91-4.json	910402
The Boatwrights	船夫	1	1	StageNode91-4.json	910404
Makeshift Bus Mods	废料巴士改造	1	1	StageNode91-4.json	910406
Time to Collect Scrap...	废料收集时间……	1	1	StageNode91-4.json	910409
Troubled Waters	尴尬时间	1	1	StageNode91-4.json	910410
The Last Scrap	最后的废料	1	1	StageNode91-4.json	910411
King Trash Crab Hunt	帝王废料蟹狩猎	1	1	StageNode91-4.json	910412
Monstrous Gifts	怪物们的礼物	1	1	StageNode91-5.json	910504
For Whom the Gnomes Pack	礼物为谁而做	0	2	StageNode91-5.json	910508
The Gift-giving Giant	礼物派送巨人	1	1	StageNode91-5.json	910511
A Journey's End	旅程的终点	1	1	StageNode91-5.json	910512
To Yong-jin Building 2	前往龙进大楼 2	1	1	StageNode91-7.json	910706
Mentor and Fellows 2	金笠与友人们 2	1	1	StageNode91-7.json	910708
Origin of Sin	罪之根源	1	1	StageNode91-7.json	910709
A Scandal in Time	时间税丑闻	1	1	StageNode91-9.json	910901
Timekilling Puzzle	时间杀人之谜	1	1	StageNode91-9.json	910905
The White-scarved League	白围巾联盟	1	1	StageNode91-9.json	910906
The Rewinding Clock	倒转的时钟	1	1	StageNode91-9.json	910907
A Trail Gone Cold	丢失的痕迹	1	1	StageNode91-9.json	910908
The Dying Detective	临终的侦探	1	1	StageNode91-9.json	910909
The Yurodiviye Mystery	圣愚之谜	1	1	StageNode91-9.json	910910
Twisted Time	歪曲的时间	1	1	StageNode91-9.json	910913
Uncategorized	目前难以分类	1	1	StoryTheaterDanteNote_5.json	Misc
PDA Device	PDA终端	1	1	StoryTheaterDanteNote_7.json	PDA
Abnormality Corrosion	异想侵蚀	1	1	UnitKeyword-a1c7p3.json	UnitKeyword_ABNORMALITY_EROSION
Lord of all Roaches	全体蜚蠊之王	1	1	UnitKeyword-a1c9p3.json	UnitKeyword_KING_OF_ALL_COCKROACHES
Emperor of Pests	害虫的皇帝	1	1	UnitKeyword-a1c9p3.json	UnitKeyword_EMPEROR_OF_PESTS
For Crunchy Frying	用于炸至酥脆	1	1	UnitKeyword-x1p1c1.json	UnitKeyword_X1P1C1_KEYWORD_1
For Sweet Stewing	用于香甜炖菜	1	1	UnitKeyword-x1p1c1.json	UnitKeyword_X1P1C1_KEYWORD_2
For Tangy Braising	用于酸甜焖煮	1	1	UnitKeyword-x1p1c1.json	UnitKeyword_X1P1C1_KEYWORD_3
Soldato III	士兵III	1	1	UnitKeyword.json	UnitKeyword_THUMB_LEVEL_SOLDATO_THREE
막힌_길_장치_조작	막힌_길_장치_조작	0	1	AbEvents-a1c8p2.json	1080101
죄인_벌주기_1차	죄인_벌주기_1차	0	1	AbEvents-a1c8p2.json	1080701
죄인_벌주기_2차	죄인_벌주기_2차	0	1	AbEvents-a1c8p2.json	1080702
Iberians and the Ægir - #3	伊比利亚人与阿戈尔人 #3	0	1	AbEvents-pilgrimage.json	97107402
A Story of Lighthouse Keepers and The Profound Silence - #3	灯塔看守人与大静谧的故事 #3	0	1	AbEvents-pilgrimage.json	97107602
백설선택지1	白雪选项1	0	1	AbEvents.json	800101
백설선택지2	白雪选项2	0	1	AbEvents.json	800102
백설선택지4	백설선택지4	0	1	AbEvents.json	800104
백설선택지5	백설선택지5	0	1	AbEvents.json	800105
구더기사과선택지1	구더기사과선택지1	0	1	AbEvents.json	800801
아즈텍원판선택지2	아즈텍원판선택지2	0	1	AbEvents.json	800202
아즈텍원판선택지4	아즈텍원판선택지4	0	1	AbEvents.json	800204
아즈텍원판선택지6	아즈텍원판선택지6	0	1	AbEvents.json	800206
분홍신선택지2	분홍신선택지2	0	1	AbEvents.json	801502
던전 103003 선택지	던전 103003 선택지	0	1	AbEvents.json	103003
던전 103004 선택지 : 짓무름의 의식	던전 103004 선택지 : 짓무름의 의식	0	1	AbEvents.json	103004
던전 103004 선택지 : 속죄의 의식	던전 103004 선택지 : 속죄의 의식	0	1	AbEvents.json	103005
던전 103006 2차 선택지	던전 103006 2차 선택지	0	1	AbEvents.json	10300601
늑대선택지1	늑대선택지1	0	1	AbEvents.json	802501
뱀선택지1	뱀선택지1	0	1	AbEvents.json	802801
크로머선택지1	크로머선택지1	0	1	AbEvents.json	802901
크로머선택지2	크로머선택지2	0	1	AbEvents.json	803001
단수어선택지1	단수어선택지1	0	1	AbEvents.json	803101
골목파수견선택지1	골목파수견선택지1	0	1	AbEvents.json	803201
{0} gains %{2} {1}/% for the encounter.	本关卡中，{0} 获得%{2} {1}/%。	0	1	AbEventsResultLog-a1c5p3.json	810001_skinPredector_success_1_2
All Identities gain %{1} {0}/% and %{3} {2}/%.	所有人格获得%{1} {0}/%，%{3} {2}/%。	0	1	AbEventsResultLog-a1c5p3.json	810001_skinPredector_failure_1_2
{0} gains %{2} {1}/%	{0}获得%{2} {1}/%。	0	1	AbEventsResultLog-a1c5p3.json	810201_nk_success_1_2
{0} <color=#fe4b48>loses {1} SP</color>	{0}<color=#fe4b48>失去{1}点理智值</color>	0	1	AbEventsResultLog-a1c5p3.json	810101_walkingPearl_success_1_1
{0} %loses {2} {1}/%	{0} %失去{2} {1}/%	0	1	AbEventsResultLog-a1c5p3.json	810101_walkingPearl_success_1_3
All allies gain %{1} [{0}]/%	全体友方单位获得%{1} [{0}]/%	0	1	AbEventsResultLog-a1c5p3.json	810602_success_1_3
<color=#ebcaa2>[{0}]</color> gains %{2} [{1}]/% next turn	<color=#ebcaa2>[{0}]</color>在下回合获得%{2} [{1}]/%	0	1	AbEventsResultLog-a1c6p3.json	816601_success_2
<color=#ebcaa2>[{0}]</color> heals {1} HP and {2} SP	<color=#ebcaa2>[{0}]</color>恢复{1}点体力与点{2}理智值	0	1	AbEventsResultLog-a1c6p3.json	816602_success_2
<color=#ebcaa2>[{0}]</color> heals {1} HP to Core and Part	<color=#ebcaa2>[{0}]</color> 的本体和部位恢复{1}点体力	0	1	AbEventsResultLog-a1c6p3.json	816602_failure_1
<color=#ebcaa2>All Sinners</color> heal {0} SP	<color=#ebcaa2>全体友方单位</color> 恢复{0}点理智值	0	1	AbEventsResultLog-a1c6p3.json	817302_success_1
<color=#ebcaa2>[{0}]</color> heals {1} SP	<color=#ebcaa2>罪人[{0}]</color>恢复{1}点理智值	0	1	AbEventsResultLog-a1c6p3.json	817304_success_1
[{0}] <color=#80c9ff>fully heals SP</color>	[{0}]的<color=#80c9ff>理智值恢复至上限</color>	0	1	AbEventsResultLog-a1c6p3.json	817305_1
[{0}]'s {1} changes to {2}	[{0}]的{1}变为{2}	0	1	AbEventsResultLog-a1c6p3.json	817305_3
<color=#ebcaa2>[{0}]</color> gains %{2} [{1}]/% every turn	<color=#ebcaa2>[{0}]</color>每回合对自身施加%{2} [{1}]/%	0	1	AbEventsResultLog-a1c7p3.json	837902_2
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵部位陷入混乱</color>	0	1	AbEventsResultLog-a1c9p1.json	130801_success_1
<color=#ebcaa2>Fairy permanently gains {1} {0}</color>	<color=#ebcaa2>精灵部位对自身永久施加 {1} {0} </color>	0	1	AbEventsResultLog-a1c9p1.json	130801_success_2
<color=#ebcaa2>{0}</color> gains %[{1}]/%	<color=#ebcaa2>{0}</color>获得%[{1}]/%	0	1	AbEventsResultLog-pilgrimage.json	12880302_succeed_2
Apply %[{2} {1}]/% on <color=#ebcaa2>{0}</color>	对<color=#ebcaa2>{0}</color>施加%[{2} {1}]/%	0	1	AbEventsResultLog-pilgrimage.json	12880302_failure_2
All of [{0}]’s parts gain %{3} {2} for {1} turn(s)/%.	[{0}]的所有部位</color>获得%持续{1}回合的{3}{2}/%。</color>	0	1	AbEventsResultLog.json	800801_muckwormedapple_failure_1_2
<color=#ebcaa2>Abnormality Suppressed!</color>	<color=#ebcaa2>异想体镇压完成</color>	0	1	AbEventsResultLog.json	800206_aztec_circle_success_1_3
<color=#ebcaa2>Investigating the factory…</color>	<color=#ebcaa2>我们决定调查工厂。</color>	0	1	AbEventsResultLog.json	801201_reinforcedHuman_1_1
<color=#ebcaa2>Pressed “Yes”.</color>	<color=#ebcaa2>按下了“是”的按钮。</color>	0	1	AbEventsResultLog.json	801202_reinforcedHuman_1_1
<color=#ebcaa2>Pressed “No”.</color>	<color=#ebcaa2>按下了“不是”的按钮。</color>	0	1	AbEventsResultLog.json	801202_reinforcedHuman_2_1
<color=#ebcaa2>All enemies become %[{0}]/%.</color>	<color=#ebcaa2>全体敌方单位进入%[{0}]/%状态</color>	0	1	AbEventsResultLog.json	801502_pinkshoe_failure_1_3
<color=#ff8000>Combat Encounter!</color>	<color=#ff8000>触发遭遇战！</color>	0	1	AbEventsResultLog.json	102002_action_2_2
<color=#ebcaa2>Got an E.G.O Gift!</color>	<color=#ebcaa2>获得E.G.O饰品！</color>	0	1	AbEventsResultLog.json	acquire_ego_gift
<color=#ebcaa2>Combat Encounter!</color>	<color=#ebcaa2>触发遭遇战！</color>	0	1	AbEventsResultLog.json	battle_occurrence
<color=#ebcaa2>Enemy waves reduced by {0}!</color>	<color=#ebcaa2>敌人的波次减少{0}波！</color>	0	1	AbEventsResultLog.json	enemy_wave_decrease
<color=#ebcaa2>[{0}]’s Karma was resolved.</color>	<color=#ebcaa2>解除[{0}]的业报</color>	0	1	AbEventsResultLog.json	852701_statue_failure_1_1
Karma strikes every Sinner randomly!	对全体人格随机施加业报。	0	1	AbEventsResultLog.json	852701_statue_failure_1_2
<color=#ebcaa2>[{0}] loses %{2} [{1}]/%</color>	<color=#ebcaa2>[{0}] 减少%{2} [{1}] /%</color>	0	1	AbEventsResultLog.json	804501_electriccentipede_success_1_1
[{0}] gains <color=#00ff9c>{2} {1}</color> next turn	下回合对罪人[{0}]施加<color=#00ff9c>{2} {1}</color>	0	1	AbEventsResultLog.json	804701_nobodygonnacry_success_1_2
